"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SLC2A3",2.51733950752469e-263,-0.330895810040062,0.082,0.115,7.83446401531836e-259
"CCDC91",3.12005474227385e-263,-0.287515984857446,0.234,0.277,9.71023436890467e-259
"SELO",5.48903049787076e-263,0.250730509807124,0.139,0.103,1.70829607154734e-258
"SGMS1",8.64089912669812e-263,-0.31255315353299,0.202,0.244,2.68922062621099e-258
"TBC1D8",2.75854505621057e-262,-0.287092625410165,0.18,0.222,8.58514392393855e-258
"ZMAT1",8.58611614419925e-262,0.299602311154235,0.248,0.204,2.67217106639769e-257
"ATP8B1",2.40932915637523e-261,-0.346569760248006,0.113,0.15,7.49831420047098e-257
"RASA1",8.35865518727301e-261,-0.276941711467987,0.16,0.201,2.6013806673831e-256
"TBC1D22A",9.33155829197387e-261,-0.283163609859903,0.277,0.323,2.90416757162811e-256
"PELI1",2.2713841316325e-260,-0.299562378858501,0.09,0.123,7.06900169446668e-256
"ESYT2",4.16818346001614e-260,-0.282630696831908,0.221,0.264,1.29722205642622e-255
"DENND5A",5.99299615396036e-260,-0.258576018879362,0.127,0.166,1.86514026303554e-255
"CALB1",1.40397580480674e-259,0.318134944298427,0.126,0.091,4.36945349971955e-255
"PDLIM1",2.09200013660516e-259,-0.365277410156525,0.07,0.101,6.51072282514258e-255
"MSN",1.12252198741747e-258,-0.303794237193091,0.207,0.249,3.49351292924066e-254
"EMP3",1.48849887740741e-258,-0.385136855107115,0.118,0.154,4.63250620626734e-254
"CDYL",4.84587563308181e-255,-0.253560451951216,0.141,0.18,1.50813341452772e-250
"PALLD",8.10920040938833e-254,-0.415807377099724,0.151,0.191,2.52374535140984e-249
"PFN1",9.96607165904596e-253,-0.631630339643325,0.28,0.307,3.10164082172828e-248
"DOCK9",1.39744823177462e-252,-0.397331917340362,0.145,0.183,4.34913838692899e-248
"TENM3",3.03264000575685e-252,-0.381333754907178,0.072,0.103,9.43818222591647e-248
"SUPT3H",3.33978446241139e-251,-0.250244583078747,0.201,0.245,1.03940772039167e-246
"SULF2",1.32232142675695e-250,-0.325074970514741,0.107,0.142,4.11532874435299e-246
"FBXO11",1.40684759593632e-249,-0.274072072870102,0.229,0.27,4.37839108807303e-245
"CCDC30",4.14213364954393e-249,0.267902089716625,0.232,0.19,1.28911483441106e-244
"H3F3B",1.21420042893449e-248,-0.507944396417157,0.343,0.376,3.77883457492991e-244
"KIAA0922",2.83889571808278e-248,-0.311992356162956,0.077,0.109,8.83521125381723e-244
"MFHAS1",8.44949599209245e-248,-0.365486019627098,0.211,0.252,2.62965214265901e-243
"AC073218.2",6.83712558531708e-247,-0.44233322708192,0.252,0.292,2.12785022466238e-242
"GATAD2A",1.51410771237388e-245,-0.277806972586501,0.171,0.211,4.71220602244998e-241
"BHLHE40",4.08560513601134e-245,0.255212383529618,0.175,0.136,1.27152203042945e-240
"ARHGAP10",4.27800148909953e-243,-0.372101680032819,0.16,0.199,1.33139962343756e-238
"CAPZB",1.05985153886093e-242,-0.31400083236532,0.302,0.337,3.29846995924299e-238
"TLE4",8.54686600270067e-239,-0.259106481605357,0.127,0.163,2.6599556373605e-234
"LARGE",1.12783030394537e-236,-0.289386930038436,0.228,0.271,3.51003347193877e-232
"TBL1XR1",1.84481582607254e-236,-0.281144920123762,0.287,0.327,5.74143581390294e-232
"UBR1",1.0161623338781e-235,-0.254193160277302,0.164,0.203,3.16250041549541e-231
"CLEC2B",7.67792288069016e-235,-0.29112647381542,0.071,0.1,2.38952315892839e-230
"RUNX1",6.36894505799748e-234,-0.290556685579545,0.128,0.166,1.98214308094998e-229
"ARHGAP42",5.11065828350165e-233,-0.287465266278448,0.122,0.158,1.59053907099138e-228
"ATP2B1",7.87562558256151e-233,-0.291355633317741,0.164,0.201,2.45105219380479e-228
"AKAP9",1.84847057442628e-232,0.250462722121191,0.517,0.473,5.75281012172948e-228
"SP110",2.68367403967167e-232,-0.260204825097819,0.084,0.115,8.35213034626617e-228
"MKLN1",6.00369643396219e-232,-0.291670094644576,0.318,0.356,1.86847040417771e-227
"DIP2B",1.65379825699967e-231,-0.261862864771753,0.228,0.271,5.14695093543436e-227
"MAX",1.9346872289812e-231,-0.255143098333802,0.109,0.143,6.02113359403529e-227
"STRN3",1.93924931508827e-231,-0.268873908829189,0.244,0.285,6.03533171841772e-227
"MDFIC",2.02741799633934e-230,-0.264733966946486,0.09,0.122,6.30973028820731e-226
"TGFBR2",2.2107656698642e-228,-0.267339816304911,0.207,0.247,6.88034491775136e-224
"SSBP2",1.20086423330585e-227,-0.300139826558874,0.19,0.23,3.73732966689447e-223
"REL",1.26263332077217e-227,-0.251000487632347,0.129,0.164,3.92956742090715e-223
"PFKP",2.10632565565946e-226,-0.275194384529017,0.12,0.156,6.55530670554337e-222
"UPP1",6.17842631373655e-226,-0.275775587647619,0.074,0.104,1.92284983736109e-221
"JUNB",9.52059160599214e-226,-0.730657465324486,0.236,0.267,2.96299851961687e-221
"NFAT5",1.18201010213911e-225,-0.330216714352541,0.399,0.431,3.67865183987733e-221
"GALNT2",1.32469794122284e-225,-0.273455536059185,0.114,0.148,4.12272493267372e-221
"BMP2K",1.35565111279867e-225,-0.285762683942218,0.116,0.15,4.21905739325201e-221
"TMEM165",9.11642260712539e-224,-0.268637309921973,0.179,0.215,2.83721304378956e-219
"JUN",4.06201971649655e-223,-0.280998105796972,0.283,0.328,1.26418177616806e-218
"NCKAP5",1.69685334755615e-222,0.259974111852254,0.291,0.247,5.28094698826425e-218
"AUTS2",2.43304744691838e-219,-0.402426591330084,0.248,0.286,7.5721302642994e-215
"NAMPT",2.46032581551637e-219,-0.322388720544062,0.118,0.151,7.65702600305004e-215
"PSMB9",2.54636446405745e-219,-0.326460726824638,0.089,0.119,7.92479548503959e-215
"AGFG1",5.71206123876397e-219,-0.264904595421335,0.168,0.205,1.77770769872812e-214
"FRYL",8.30188154844002e-219,-0.256201145266445,0.247,0.288,2.5837115755055e-214
"UBE2E1",7.76930067891069e-218,-0.272467574702173,0.174,0.21,2.41796175729058e-213
"NCOA3",2.41107358747702e-217,-0.271367217072271,0.198,0.237,7.50374321894597e-213
"LRRC16A",3.16695114443879e-217,-0.300204106833299,0.226,0.265,9.85618535172239e-213
"TEAD1",8.74982429930922e-215,-0.343159697047373,0.303,0.338,2.72312031843102e-210
"DMD",2.05823790105104e-214,-0.489035496330854,0.083,0.113,6.40564799565106e-210
"SIPA1L1",3.51073349506271e-214,-0.28838634802944,0.29,0.328,1.09261047833342e-209
"PER1",4.11852685171224e-214,0.30110009245415,0.186,0.15,1.28176792678988e-209
"LIMS1",5.27983972198687e-214,-0.273857069134918,0.255,0.295,1.64319171827675e-209
"RNF144B",7.23797183609415e-213,-0.378923753669027,0.096,0.126,2.25260159482922e-208
"FIGN",5.80362635134226e-212,-0.268574552980982,0.078,0.107,1.80620459306474e-207
"CD99",6.54050062910047e-212,-0.319838460830749,0.156,0.19,2.03553460578865e-207
"NRP1",2.00617423493295e-211,-0.366433468993354,0.233,0.271,6.24361545395834e-207
"SLMAP",5.76708371728786e-211,-0.274876935990925,0.231,0.27,1.79483179449433e-206
"ATG7",9.82272304579821e-208,-0.274252364901783,0.197,0.236,3.05702786631332e-203
"SYTL2",1.9628106892538e-207,-0.310849072137419,0.152,0.187,6.10865942709567e-203
"ABI3BP",7.63378700145741e-206,-0.301082039002919,0.079,0.107,2.37578719059358e-201
"RAPGEF3",1.50983488787808e-205,0.331922681160158,0.145,0.114,4.69890813805415e-201
"LYST",4.58735248218321e-205,-0.263762349906039,0.168,0.204,1.42767583950506e-200
"TJP2",6.7454461869262e-205,-0.423733552761476,0.207,0.242,2.09931776229517e-200
"WASH4P",3.2237090087646e-204,0.369915288419749,0.182,0.148,1.00328271770772e-199
"PABPC1",2.40990252077503e-203,-0.406502554625361,0.313,0.339,7.50009862515606e-199
"CCNL2",2.61259813663495e-203,0.339980444184098,0.268,0.233,8.13092792083529e-199
"RPL31",1.51837913956855e-202,-0.593711139996884,0.394,0.402,4.72549955816524e-198
"FAM65C",1.22100419861698e-200,-0.265979863399477,0.072,0.1,3.80000926693576e-196
"RERG",6.84731549958347e-200,-0.390277176574733,0.168,0.202,2.13102152978037e-195
"MCL1",1.28993045328251e-199,-0.262442262089419,0.179,0.215,4.01452155670583e-195
"TOX",5.3497921600789e-198,-0.359370533198347,0.159,0.193,1.66496231605975e-193
"DDX5",1.05489591575188e-197,-0.275406150596401,0.538,0.563,3.283047069003e-193
"PARP4",6.87775828719774e-197,-0.252719527090079,0.143,0.177,2.14049593414168e-192
"MEF2A",2.71160977570305e-194,-0.304289438449426,0.317,0.348,8.43907194394303e-190
"RALY",2.55951231704944e-192,-0.255856370986019,0.141,0.173,7.96571423312126e-188
"RPS3",4.44485217917572e-189,-0.624597472974145,0.381,0.383,1.38332689520307e-184
"TANC1",2.73810931604447e-188,-0.328508669114574,0.214,0.249,8.52154381339361e-184
"SEMA5A",2.9254409593853e-188,-0.34744246519908,0.161,0.194,9.10455735379892e-184
"SEPT7",3.27872921123161e-188,-0.288935818759639,0.257,0.291,1.0204061051195e-183
"GLIS3",2.18324428608677e-186,-0.252293530453325,0.404,0.438,6.79469286715925e-182
"ATP13A3",4.42443163382817e-184,-0.271466610368592,0.152,0.184,1.37697161308e-179
"DOCK4",4.4741129399403e-181,-0.464759581188695,0.214,0.247,1.39243342916822e-176
"SRGAP1",4.66075307631109e-181,-0.280623580062121,0.168,0.201,1.45051957240954e-176
"CMSS1",1.25786890139614e-180,-0.270946990771055,0.138,0.169,3.91473959492508e-176
"UVRAG",3.20366244785047e-180,-0.252025901156066,0.209,0.244,9.97043827020023e-176
"EPS8",6.09344842361314e-176,-0.380797890932011,0.258,0.288,1.89640301839688e-171
"C9orf3",8.12875397578874e-176,-0.303318275890244,0.381,0.413,2.52983081234497e-171
"DNAJB1",1.15328540070703e-174,-0.734290487042853,0.216,0.242,3.58925482408043e-170
"RPS19",2.68795736740751e-174,-0.753624862733337,0.403,0.393,8.36546091884564e-170
"DIAPH1",5.05285735062777e-170,-0.262625793888039,0.227,0.261,1.57255026466238e-165
"PARD3",9.19024779923844e-170,-0.285829479957254,0.446,0.477,2.86018892007899e-165
"RPL13A",1.98608489917995e-168,-0.663438952536489,0.452,0.444,6.18109342322783e-164
"BMPR2",4.25496685353743e-168,-0.306859084503139,0.274,0.307,1.32423078415792e-163
"SIK2",7.20966917865402e-167,-0.252976588199426,0.297,0.331,2.2437932417807e-162
"GNB1",1.08338319074534e-164,-0.266897573705145,0.304,0.334,3.37170516623763e-160
"SNX29",2.22595484642372e-164,0.250396266731469,0.485,0.459,6.92761667303991e-160
"ARHGEF3",7.96494767837713e-164,-0.253169368901711,0.24,0.274,2.47885101646453e-159
"PPP1R15A",1.78867341446568e-163,-0.279603669287425,0.135,0.165,5.5667094005001e-159
"EGFR",9.25004457064358e-160,-0.360597380864691,0.197,0.229,2.8787988712757e-155
"RALGAPA2",2.54759185628286e-159,-0.344257742524077,0.245,0.277,7.92861537512351e-155
"NHS",6.55994791616059e-159,-0.346286758035572,0.353,0.385,2.0415869904675e-154
"MYO5B",1.30127469696801e-158,-0.45561177319048,0.141,0.17,4.04982711190385e-154
"ZBTB16",7.60712114624982e-158,-0.261304625483016,0.356,0.39,2.36748824313587e-153
"PKD2",2.37912485046417e-156,-0.287039737609322,0.194,0.225,7.40431235961459e-152
"RPLP2",1.2337658875002e-155,-0.634761433691843,0.405,0.402,3.83972619507814e-151
"FAM155A",8.79372018441557e-154,-0.318705741534317,0.106,0.134,2.73678159579381e-149
"EXOC6",4.19381771458601e-151,-0.255235452147929,0.117,0.144,1.30519994913346e-146
"PTEN",1.4905469849226e-149,-0.333161948257781,0.22,0.249,4.63888032647611e-145
"DST",1.29499423378563e-146,-0.366911393367147,0.35,0.377,4.03028105438764e-142
"TSC22D3",8.13626058525694e-146,-0.493424488356332,0.277,0.299,2.53216701934366e-141
"SH3BGRL3",3.85969377437627e-144,-0.446888393242048,0.198,0.222,1.20121389646138e-139
"RPL23A",5.30267268546297e-142,-0.613994928916493,0.382,0.372,1.65029779316978e-137
"ST6GALNAC3",7.6494953177099e-142,-0.363751020838713,0.113,0.14,2.38067593277768e-137
"MAP4",2.03694454543102e-140,-0.255490336127785,0.361,0.387,6.33937881429043e-136
"ARFGAP3",6.42311481903722e-138,-0.250885535923158,0.121,0.146,1.99900179398076e-133
"GULP1",2.13844753077963e-136,-0.285718297648951,0.209,0.238,6.65527640529235e-132
"PITPNC1",2.61864316134463e-134,-0.396976301562015,0.275,0.305,8.14974124673676e-130
"FOXP2",5.37707648875711e-134,-0.381454861028426,0.116,0.141,1.67345374483099e-129
"TRPM7",7.69380291177984e-134,0.437926115027816,0.318,0.29,2.39446534220412e-129
"SFMBT2",1.84475977471298e-130,-0.293687261609284,0.118,0.143,5.74126137086173e-126
"INPP4B",5.93830863955397e-127,-0.369741199422453,0.155,0.182,1.84812041480199e-122
"ARSB",4.29304422982316e-126,0.323557767456893,0.154,0.128,1.33608122520556e-121
"LRRK2",3.28424222106064e-125,-0.253134825239707,0.183,0.21,1.02212186403849e-120
"SPEN",3.52798449265557e-125,0.283386702656044,0.281,0.251,1.09797933380427e-120
"RPL10",2.37569346310482e-124,-0.612217192935338,0.441,0.428,7.39363319587484e-120
"GLS",1.05766140123785e-122,-0.371747761604641,0.419,0.433,3.29165381293243e-118
"RPL41",4.2983463290448e-122,-0.468917740595002,0.468,0.464,1.33773134452532e-117
"TPM1",1.83896579806592e-121,-0.270970701924937,0.274,0.3,5.72322935674075e-117
"SASH1",6.85218658938107e-121,-0.316317079077324,0.263,0.288,2.13253751034718e-116
