"gene","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","HGNC.symbol"
"Plcb1",118,0,0.32984497042669,0.283,0.268,0,"Health","PLCB1"
"Bnc2",120,0,0.321521791817764,0.216,0.221,0,"Health","BNC2"
"Atxn1",121,0,0.302995925609106,0.333,0.391,0,"Health","ATXN1"
"Akr1a1",122,0,0.302355851799764,0.117,0.127,0,"Health","AKR1A1"
"Akr1a1",1054,2.31536928333235e-122,-0.41303624332672,0.108,0.138,6.28229147646566e-118,"AKI","AKR1A1"
"Nhs",123,0,0.254585500087587,0.26,0.274,0,"Health","NHS"
"Itpr1",656,0,-0.396598139785876,0.299,0.347,0,"AKI","ITPR1"
"Itpr1",124,0,0.235654421682697,0.308,0.331,0,"Health","ITPR1"
"Itpr1",1414,8.33998055246626e-143,0.234678530271297,0.371,0.302,2.26288692330067e-138,"CKD","ITPR1"
"Dennd1a",976,1.88128374766978e-164,-0.232575476229694,0.25,0.267,5.10448719255241e-160,"AKI","DENND1A"
"Dennd1a",125,0,0.235221640940106,0.256,0.26,0,"Health","DENND1A"
"Pitpna",126,0,-0.260893896778381,0.091,0.15,0,"Health","PITPNA"
"Pitpna",1402,2.44879295459362e-152,0.20421971644432,0.164,0.123,6.64430992369888e-148,"CKD","PITPNA"
"Fgfr2",128,0,-0.432293623551319,0.401,0.585,0,"Health","FGFR2"
"Fgfr2",958,1.30947191638521e-172,0.244382772336677,0.588,0.514,3.55299015072799e-168,"AKI","FGFR2"
"Cystm1",1023,8.60340293187094e-138,0.295971289393552,0.132,0.112,2.33436131750454e-133,"AKI","CYSTM1"
"Cystm1",129,0,-0.541970894350698,0.065,0.136,0,"Health","CYSTM1"
"B3glct",130,0,-0.597870198410775,0.328,0.475,0,"Health","B3GLCT"
"B3glct",664,0,-0.487400646497298,0.403,0.477,0,"AKI","B3GLCT"
"B3glct",1233,0,0.845545694250729,0.566,0.379,0,"CKD","B3GLCT"
"Tcf12",131,0,-0.658589735619303,0.091,0.186,0,"Health","TCF12"
"Tcf12",1110,1.53467791150254e-92,0.284986338499767,0.182,0.153,4.16404157727985e-88,"AKI","TCF12"
"Rbpms",951,1.04547002061577e-175,0.337711825665609,0.34,0.269,2.83667380693678e-171,"AKI","RBPMS"
"Rbpms",133,0,-0.680830245857822,0.195,0.329,0,"Health","RBPMS"
"Ssh2",134,0,-0.69021810188676,0.131,0.243,0,"Health","SSH2"
"Ssh2",645,0,0.593855102491586,0.275,0.176,0,"AKI","SSH2"
"Ssh2",1552,2.4438166173751e-70,-0.219750281503368,0.203,0.228,6.63080762792387e-66,"CKD","SSH2"
"Arid5b",135,0,-0.715707359067662,0.176,0.298,0,"Health","ARID5B"
"Arid5b",653,0,0.510817647190864,0.322,0.233,0,"AKI","ARID5B"
"Syne2",848,1.38797308686108e-261,0.445961774967524,0.317,0.237,3.76598737658017e-257,"AKI","SYNE2"
"Syne2",136,0,-0.764022307026499,0.162,0.302,0,"Health","SYNE2"
"Mapk4",137,0,-0.793417551997579,0.072,0.155,0,"Health","MAPK4"
"Mapk4",639,0,0.669593277259661,0.184,0.101,0,"AKI","MAPK4"
"Mapk4",1592,1.21481914408336e-57,-0.249959683250465,0.119,0.147,3.29616878364137e-53,"CKD","MAPK4"
"Tjp2",138,0,-0.83137265807197,0.118,0.226,0,"Health","TJP2"
"Tjp2",1265,0,-0.67283450680801,0.143,0.236,0,"CKD","TJP2"
"Tjp2",595,0,1.03952899838297,0.292,0.134,0,"AKI","TJP2"
"Mast4",140,0,-0.92030850210661,0.227,0.38,0,"Health","MAST4"
"Mast4",1260,0,-0.465004878456271,0.341,0.351,0,"CKD","MAST4"
"Mast4",608,0,0.911014987791659,0.411,0.298,0,"AKI","MAST4"
"Lpp",141,0,-0.927097520360544,0.159,0.331,0,"Health","LPP"
"Lpp",651,0,0.525291969913898,0.342,0.257,0,"AKI","LPP"
"Myh9",1277,0,-0.792058395157006,0.111,0.194,0,"CKD","MYH9"
"Myh9",586,0,1.20493565685486,0.246,0.101,0,"AKI","MYH9"
"Myh9",143,0,-0.982607960546114,0.085,0.186,0,"Health","MYH9"
"Kctd1",613,0,0.881866179504114,0.142,0.083,0,"AKI","KCTD1"
"Kctd1",144,0,-1.01058682326776,0.053,0.124,0,"Health","KCTD1"
"Kctd1",1447,2.20875273910481e-116,-0.383675448462702,0.101,0.114,5.99300880701307e-112,"CKD","KCTD1"
