"",p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,diff.pct
"288",0,-0.208060509188389,0.479,0.413,0,LD,FKBP1A,0.066
"289",0,-0.208087573093646,0.475,0.396,0,LD,SF3B1,0.079
"290",0,-0.208188849216091,0.232,0.199,0,LD,NEU1,0.033
"291",0,-0.208514336206407,0.517,0.434,0,LD,NOP10,0.083
"292",0,-0.208706048914585,0.265,0.23,0,LD,CD2AP,0.035
"293",0,-0.208827231188197,0.425,0.353,0,LD,CAPZB,0.072
"294",0,-0.209383381465258,0.334,0.287,0,LD,SPCS3,0.0470000000000001
"295",0,-0.209430652258411,0.519,0.436,0,LD,PSMB3,0.083
"296",0,-0.210283618551328,0.322,0.269,0,LD,TMEM50B,0.053
"297",0,-0.210807150530778,0.179,0.144,0,LD,MUC15,0.035
"298",0,-0.211441133758379,0.815,0.725,0,LD,RPS16,0.09
"299",0,-0.211807172063475,0.288,0.256,0,LD,APEX1,0.032
"300",0,-0.212165057838286,0.326,0.274,0,LD,GPAA1,0.052
"301",0,-0.212612275107801,0.227,0.185,0,LD,TTC14,0.042
"302",0,-0.21265771959414,0.245,0.213,0,LD,NUTF2,0.032
"303",0,-0.213054948029079,0.221,0.193,0,LD,TP53I13,0.028
"304",0,-0.21353699600548,0.311,0.27,0,LD,SSR1,0.041
"305",0,-0.213579566290719,0.6,0.519,0,LD,YWHAB,0.081
"306",0,-0.213689048737315,0.335,0.281,0,LD,PPP4C,0.054
"307",0,-0.213846086457357,0.484,0.409,0,LD,SERBP1,0.075
"308",0,-0.215136201960709,0.506,0.433,0,LD,SEC11A,0.073
"309",0,-0.216031083208628,0.274,0.224,0,LD,LLGL2,0.05
"310",0,-0.216615760675321,0.44,0.368,0,LD,RNH1,0.072
"311",0,-0.216805674421827,0.81,0.703,0,LD,PRDX1,0.107
"312",0,-0.217482370385071,0.233,0.208,0,LD,TMED5,0.025
"313",0,-0.217584394704674,0.378,0.328,0,LD,XRCC5,0.05
"314",0,-0.218330830976417,0.316,0.261,0,LD,ORMDL1,0.055
"315",0,-0.21861043754054,0.227,0.204,0,LD,PRDX4,0.023
"316",0,-0.219087189880564,0.787,0.713,0,LD,EDF1,0.0740000000000001
"317",0,-0.220148030308651,0.348,0.295,0,LD,TBCB,0.053
"318",0,-0.220852571860923,0.334,0.264,0,LD,FOLR1,0.07
"319",0,-0.221092982794846,0.163,0.147,0,LD,ERMP1,0.016
"320",0,-0.221636308092327,0.244,0.216,0,LD,DDOST,0.028
"321",0,-0.221811070003669,0.219,0.181,0,LD,PDE1A,0.038
"322",0,-0.222284077394901,0.368,0.311,0,LD,RPN2,0.057
"323",0,-0.222495718421546,0.301,0.255,0,LD,ZNF207,0.046
"324",0,-0.222879914204783,0.284,0.244,0,LD,DDRGK1,0.04
"325",0,-0.223333364240285,0.31,0.267,0,LD,CXXC5,0.043
"326",0,-0.223675091464498,0.32,0.274,0,LD,CTTN,0.046
"327",0,-0.224722621697733,0.356,0.3,0,LD,TMED9,0.056
