"gene","X","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","diff.pct","HGNC.symbol"
"Metrnl",1424,0,-0.331679822,0.063,0.204,0,"Control",-0.141,"METRNL"
"Metrnl",5648,6.78e-166,0.284332153,0.284,0.149,1.58e-161,"IRI_long_3",0.135,"METRNL"
"Ifi204",5170,0,0.398728311,0.231,0.07,0,"IRI_long_3",0.161,"MNDA"
"Ifi204",1425,0,-0.331837532,0.007,0.116,0,"Control",-0.109,"MNDA"
"Slc15a3",1426,0,-0.332237547,0.004,0.114,0,"Control",-0.11,"SLC15A3"
"Slc15a3",6915,0,0.311229974,0.189,0.062,0,"IRI_long_14",0.127,"SLC15A3"
"Myd88",7588,1.14e-269,0.23084653,0.206,0.098,2.66e-265,"IRI_long_14",0.108,"MYD88"
"Myd88",1427,0,-0.332375254,0.022,0.157,0,"Control",-0.135,"MYD88"
"Myd88",5879,8.01e-119,0.225998015,0.206,0.106,1.86e-114,"IRI_long_3",0.1,"MYD88"
"Itgb1",8045,5.9e-138,0.216076492,0.387,0.287,1.37e-133,"IRI_long_14",0.1,"ITGB1"
"Itgb1",1428,0,-0.332695135,0.147,0.376,0,"Control",-0.229,"ITGB1"
"Fam111a",1429,0,-0.332811308,0.014,0.134,0,"Control",-0.12,"FAM111A"
"Fam111a",5704,7.06e-153,0.270005695,0.195,0.087,1.64e-148,"IRI_long_3",0.108,"FAM111A"
"Fam111a",6933,0,0.298033127,0.207,0.078,0,"IRI_long_14",0.129,"FAM111A"
"Magoh",1430,0,-0.333418634,0.074,0.274,0,"Control",-0.2,"MAGOH"
"Magoh",6060,1.05e-90,0.219428659,0.308,0.201,2.44e-86,"IRI_long_3",0.107,"MAGOH"
"Tnfaip8l2",5427,3.8e-232,0.281497079,0.245,0.103,8.85e-228,"IRI_long_3",0.142,"TNFAIP8L2"
"Tnfaip8l2",1431,0,-0.333647517,0.021,0.157,0,"Control",-0.136,"TNFAIP8L2"
"Tnfaip8l2",7013,0,0.235574741,0.219,0.096,0,"IRI_long_14",0.123,"TNFAIP8L2"
"Tnfaip8l2",2866,2.45e-197,0.302493647,0.232,0.103,5.71e-193,"IRI_short_3",0.129,"TNFAIP8L2"
"Csnk1e",7469,8.97e-303,0.285701377,0.219,0.105,2.09e-298,"IRI_long_14",0.114,"TPTEP2-CSNK1E"
"Csnk1e",1432,0,-0.333787435,0.027,0.166,0,"Control",-0.139,"TPTEP2-CSNK1E"
"Ywhaq",4512,1.02e-245,0.30208997,0.497,0.362,2.37e-241,"IRI_long_1",0.135,"YWHAQ"
"Ywhaq",2196,0,0.269005404,0.56,0.344,0,"IRI_short_1",0.216,"YWHAQ"
"Ywhaq",1433,0,-0.334105057,0.218,0.459,0,"Control",-0.241,"YWHAQ"
"Ywhaq",8064,2.77e-130,-0.226281876,0.34,0.384,6.46e-126,"IRI_long_14",-0.044,"YWHAQ"
"Traf1",1434,0,-0.334231628,0.02,0.104,0,"Control",-0.084,"TRAF1"
"Traf1",6663,0,0.47386985,0.19,0.059,0,"IRI_long_14",0.131,"TRAF1"
"Slc38a1",1435,0,-0.33460087,0.027,0.144,0,"Control",-0.117,"SLC38A1"
"Slc38a1",6566,0,0.575062073,0.253,0.083,0,"IRI_long_14",0.17,"SLC38A1"
"Nptn",5810,1.69e-129,0.256457113,0.399,0.26,3.94e-125,"IRI_long_3",0.139,"NPTN"
"Nptn",1437,0,-0.335413511,0.118,0.344,0,"Control",-0.226,"NPTN"
"Nptn",7946,1.45e-172,0.212994812,0.366,0.255,3.37e-168,"IRI_long_14",0.111,"NPTN"
"Pdlim7",4122,0,0.291389509,0.223,0.089,0,"IRI_long_1",0.134,"PDLIM7"
"Pdlim7",7912,8.7e-180,0.231088672,0.165,0.097,2.02e-175,"IRI_long_14",0.068,"PDLIM7"
"Pdlim7",1438,0,-0.335981302,0.015,0.15,0,"Control",-0.135,"PDLIM7"
"Hnrnpa1",3032,9.02e-134,0.260256291,0.383,0.246,2.1e-129,"IRI_short_3",0.137,"HNRNPA1"
"Hnrnpa1",1439,0,-0.336638104,0.115,0.325,0,"Control",-0.21,"HNRNPA1"
"Hnrnpa1",5652,1.21e-165,0.322307137,0.395,0.246,2.82e-161,"IRI_long_3",0.149,"HNRNPA1"
"Slc2a1",1440,0,-0.336953915,0.045,0.199,0,"Control",-0.154,"SLC2A1"
"Slc2a1",7867,2e-194,0.266441306,0.221,0.137,4.65e-190,"IRI_long_14",0.084,"SLC2A1"
"Gpcpd1",1441,0,-0.337394058,0.049,0.161,0,"Control",-0.112,"GPCPD1"
"Gpcpd1",6832,0,0.352720741,0.238,0.108,0,"IRI_long_14",0.13,"GPCPD1"
"Tuba1c",4417,7.69e-291,0.282060282,0.354,0.21,1.79e-286,"IRI_long_1",0.144,"TUBA1C"
"Tuba1c",1442,0,-0.337966807,0.093,0.295,0,"Control",-0.202,"TUBA1C"
"Cd81",5027,2.36e-38,0.210645918,0.523,0.468,5.5e-34,"IRI_long_1",0.055,"CD81"
"Cd81",3490,0,0.41436249,0.607,0.454,0,"IRI_short_14",0.153,"CD81"
"Cd81",1444,0,-0.338791675,0.391,0.516,0,"Control",-0.125,"CD81"
"Cd81",7702,2.56e-237,-0.324309266,0.348,0.493,5.95e-233,"IRI_long_14",-0.145,"CD81"
"Spcs2",1445,0,-0.338943916,0.167,0.415,0,"Control",-0.248,"SPCS2"
"Spcs2",5998,1.65e-101,0.232159681,0.449,0.325,3.83e-97,"IRI_long_3",0.124,"SPCS2"
"Dock2",1446,0,-0.33933889,0.031,0.167,0,"Control",-0.136,"DOCK2"
"Dock2",3185,4.05e-106,0.233487039,0.212,0.116,9.43e-102,"IRI_short_3",0.096,"DOCK2"
"Dock2",5950,1.54e-108,0.202225968,0.211,0.116,3.59e-104,"IRI_long_3",0.095,"DOCK2"
"Dock2",6774,0,0.389504897,0.283,0.099,0,"IRI_long_14",0.184,"DOCK2"
"Lilrb4a",5801,5.33e-131,0.21052987,0.158,0.07,1.24e-126,"IRI_long_3",0.088,"LAIR2"
"Lilrb4a",1447,0,-0.339880607,0.003,0.111,0,"Control",-0.108,"LAIR2"
"Lilrb4a",6766,0,0.393894984,0.207,0.056,0,"IRI_long_14",0.151,"LAIR2"
"Ripor2",1448,0,-0.339893681,0.02,0.106,0,"Control",-0.086,"RIPOR2"
"Ripor2",4780,4.23e-159,0.30136426,0.129,0.07,9.85e-155,"IRI_long_1",0.059,"RIPOR2"
"Clec12a",6808,0,0.367234959,0.182,0.063,0,"IRI_long_14",0.119,"CLEC12A"
"Clec12a",5174,0,0.389757287,0.231,0.068,0,"IRI_long_3",0.163,"CLEC12A"
"Clec12a",1449,0,-0.340038947,0.007,0.114,0,"Control",-0.107,"CLEC12A"
"Clec12a",2828,2.9e-218,0.350721035,0.189,0.071,6.75e-214,"IRI_short_3",0.118,"CLEC12A"
"Rtp4",1450,0,-0.340068304,0.013,0.114,0,"Control",-0.101,"RTP4"
"Rtp4",3261,3.68e-93,0.210835827,0.151,0.075,8.57e-89,"IRI_short_3",0.076,"RTP4"
"Rtp4",5424,1.11e-232,0.352507455,0.2,0.072,2.58e-228,"IRI_long_3",0.128,"RTP4"
"Fas",1451,0,-0.341307019,0.016,0.113,0,"Control",-0.097,"FAS"
"Fas",6967,0,0.275221958,0.176,0.067,0,"IRI_long_14",0.109,"FAS"
"Fas",4887,1.46e-129,0.259625251,0.134,0.073,3.4e-125,"IRI_long_1",0.061,"FAS"
"Gm5150",5506,6.32e-203,0.368436054,0.175,0.063,1.47e-198,"IRI_long_3",0.112,"SIRPG"
"Gm5150",1452,0,-0.341424382,0.004,0.103,0,"Control",-0.099,"SIRPG"
"Gm5150",6966,0,0.276625452,0.156,0.057,0,"IRI_long_14",0.099,"SIRPG"
"Pea15a",4457,2.63e-273,0.273570692,0.257,0.135,6.12e-269,"IRI_long_1",0.122,"PEA15"
"Pea15a",1453,0,-0.341654569,0.039,0.206,0,"Control",-0.167,"PEA15"
"Pea15a",2136,0,0.502571482,0.373,0.108,0,"IRI_short_1",0.265,"PEA15"
"Pea15a",8075,5.86e-125,-0.222398744,0.094,0.159,1.36e-120,"IRI_long_14",-0.065,"PEA15"
"Cldn7",4026,0,0.500797113,0.283,0.137,0,"IRI_long_1",0.146,"CLDN7"
"Cldn7",2135,0,0.520887694,0.385,0.111,0,"IRI_short_1",0.274,"CLDN7"
"Cldn7",7116,0,-0.463038154,0.035,0.172,0,"IRI_long_14",-0.137,"CLDN7"
"Cldn7",1454,0,-0.34171594,0.072,0.196,0,"Control",-0.124,"CLDN7"
"Txn1",6417,0,0.908039164,0.752,0.6,0,"IRI_long_14",0.152,"TXN"
"Txn1",3811,1.84e-91,-0.246684031,0.565,0.628,4.29e-87,"IRI_short_14",-0.063,"TXN"
"Txn1",1456,0,-0.343021478,0.486,0.686,0,"Control",-0.2,"TXN"
"Sfpq",7922,3.18e-177,0.229713808,0.461,0.343,7.39e-173,"IRI_long_14",0.118,"SFPQ"
"Sfpq",1458,0,-0.343753632,0.194,0.44,0,"Control",-0.246,"SFPQ"
"Sfpq",3091,2.84e-123,0.242085773,0.491,0.349,6.61e-119,"IRI_short_3",0.142,"SFPQ"
"Sfpq",5736,4.68e-146,0.292497632,0.502,0.348,1.09e-141,"IRI_long_3",0.154,"SFPQ"
"Maff",1459,0,-0.3451917,0.004,0.102,0,"Control",-0.098,"MAFF"
"Maff",6517,0,0.650214194,0.229,0.047,0,"IRI_long_14",0.182,"MAFF"
"Lrp1",7792,6.8e-214,0.214519484,0.157,0.073,1.58e-209,"IRI_long_14",0.084,"LRP1"
"Lrp1",5160,0,0.423418758,0.25,0.073,0,"IRI_long_3",0.177,"LRP1"
"Lrp1",1460,0,-0.34555493,0.007,0.122,0,"Control",-0.115,"LRP1"
"Lrp1",3258,1.51e-93,0.228191766,0.156,0.079,3.52e-89,"IRI_short_3",0.077,"LRP1"
"Ube2n",1461,0,-0.346128647,0.105,0.33,0,"Control",-0.225,"UBE2N"
"Sin3b",7460,1e-304,0.298049963,0.405,0.257,2.33e-300,"IRI_long_14",0.148,"SIN3B"
"Sin3b",1462,0,-0.34616144,0.122,0.352,0,"Control",-0.23,"SIN3B"
"Sin3b",4709,1.74e-179,0.206622216,0.38,0.261,4.04e-175,"IRI_long_1",0.119,"SIN3B"
"Tax1bp1",6634,0,0.499690156,0.59,0.379,0,"IRI_long_14",0.211,"TAX1BP1"
"Tax1bp1",1463,0,-0.346463986,0.24,0.489,0,"Control",-0.249,"TAX1BP1"
"Map4k4",7603,4.96e-265,0.27564975,0.237,0.123,1.15e-260,"IRI_long_14",0.114,"MAP4K4"
"Map4k4",1464,0,-0.346517755,0.039,0.187,0,"Control",-0.148,"MAP4K4"
"Map4k4",4811,2.57e-151,0.204471016,0.213,0.127,5.99e-147,"IRI_long_1",0.086,"MAP4K4"
"Map4k4",6047,1.34e-92,0.217593775,0.226,0.132,3.13e-88,"IRI_long_3",0.094,"MAP4K4"
"Ndel1",6088,4.66e-87,0.267590469,0.333,0.224,1.09e-82,"IRI_long_3",0.109,"NDEL1"
"Ndel1",4956,1.23e-108,0.228135815,0.306,0.22,2.85e-104,"IRI_long_1",0.086,"NDEL1"
"Ndel1",1465,0,-0.346966865,0.127,0.282,0,"Control",-0.155,"NDEL1"
"Ndel1",7565,5.83e-276,0.275676444,0.353,0.213,1.36e-271,"IRI_long_14",0.14,"NDEL1"
"Ppp1cc",1466,0,-0.347581237,0.121,0.338,0,"Control",-0.217,"PPP1CC"
"Ppp1cc",7790,4.07e-214,0.221949272,0.376,0.25,9.48e-210,"IRI_long_14",0.126,"PPP1CC"
"Ppp1cc",6018,5.68e-97,0.254515793,0.377,0.259,1.32e-92,"IRI_long_3",0.118,"PPP1CC"
"Tspan13",7421,0,0.274009212,0.246,0.121,0,"IRI_long_14",0.125,"TSPAN13"
"Tspan13",1469,0,-0.349481363,0.047,0.181,0,"Control",-0.134,"TSPAN13"
"Tspan13",3184,3.37e-106,0.213675642,0.229,0.13,7.85e-102,"IRI_short_3",0.099,"TSPAN13"
"Tspan13",5750,1.92e-142,0.36802681,0.244,0.13,4.46e-138,"IRI_long_3",0.114,"TSPAN13"
"Myo1f",6739,0,0.41287245,0.262,0.078,0,"IRI_long_14",0.184,"MYO1F"
"Myo1f",1470,0,-0.349732892,0.016,0.144,0,"Control",-0.128,"MYO1F"
"Rps7",5116,0,0.512800377,0.825,0.771,0,"IRI_long_3",0.054,"RPS7"
"Rps7",2831,2.05e-217,0.386826472,0.871,0.768,4.76e-213,"IRI_short_3",0.103,"RPS7"
"Rps7",1471,0,-0.351184281,0.671,0.826,0,"Control",-0.155,"RPS7"
"Cd86",1472,0,-0.351232157,0.004,0.123,0,"Control",-0.119,"CD86"
"Cd86",5367,5.7e-252,0.294338878,0.209,0.075,1.33e-247,"IRI_long_3",0.134,"CD86"
"Emd",7412,0,0.29954424,0.267,0.138,0,"IRI_long_14",0.129,"EMD"
"Emd",6187,3.99e-72,0.227713354,0.234,0.149,9.28e-68,"IRI_long_3",0.085,"EMD"
"Emd",1473,0,-0.351467728,0.046,0.208,0,"Control",-0.162,"EMD"
"Itga4",1475,0,-0.354018308,0.028,0.145,0,"Control",-0.117,"ITGA4"
"Itga4",3139,6.77e-116,0.274121557,0.196,0.1,1.58e-111,"IRI_short_3",0.096,"ITGA4"
"Itga4",6905,0,0.315049464,0.215,0.091,0,"IRI_long_14",0.124,"ITGA4"
"Itga4",5873,1.75e-119,0.235174982,0.197,0.1,4.06e-115,"IRI_long_3",0.097,"ITGA4"
"Tuba1b",5571,1.14e-184,0.409345545,0.386,0.242,2.66e-180,"IRI_long_3",0.144,"TUBA1B"
"Tuba1b",4578,4.52e-221,0.212531923,0.363,0.235,1.05e-216,"IRI_long_1",0.128,"TUBA1B"
"Tuba1b",1476,0,-0.356307267,0.107,0.322,0,"Control",-0.215,"TUBA1B"
"Tuba1b",3374,1.51e-60,0.213345143,0.334,0.245,3.51e-56,"IRI_short_3",0.089,"TUBA1B"
"Tgm2",1477,0,-0.356380647,0.106,0.214,0,"Control",-0.108,"TGM2"
"Tgm2",3586,1.61e-259,-0.40427646,0.089,0.192,3.74e-255,"IRI_short_14",-0.103,"TGM2"
"Tgm2",6667,0,0.470284409,0.332,0.156,0,"IRI_long_14",0.176,"TGM2"
"Tgm2",4836,2.34e-144,0.295405884,0.258,0.167,5.44e-140,"IRI_long_1",0.091,"TGM2"
"Tgm2",6267,2.58e-59,0.296359451,0.254,0.173,6e-55,"IRI_long_3",0.081,"TGM2"
"Leprotl1",6105,4.04e-83,0.231800228,0.312,0.208,9.4e-79,"IRI_long_3",0.104,"LEPROTL1"
"Leprotl1",1478,0,-0.356796307,0.091,0.277,0,"Control",-0.186,"LEPROTL1"
"Leprotl1",6695,0,0.447155214,0.389,0.19,0,"IRI_long_14",0.199,"LEPROTL1"
"Rab8b",1479,0,-0.35694769,0.019,0.157,0,"Control",-0.138,"RAB8B"
"Rab8b",6754,0,0.401520938,0.263,0.089,0,"IRI_long_14",0.174,"RAB8B"
"Mapkapk2",1480,0,-0.357446892,0.103,0.299,0,"Control",-0.196,"MAPKAPK2"
"Mapkapk2",6629,0,0.50424657,0.398,0.21,0,"IRI_long_14",0.188,"MAPKAPK2"
"Cap1",6887,0,0.321931954,0.359,0.179,0,"IRI_long_14",0.18,"CAP1"
"Cap1",1481,0,-0.3576484,0.078,0.264,0,"Control",-0.186,"CAP1"
"Cap1",4971,3.77e-103,0.213529229,0.271,0.192,8.78e-99,"IRI_long_1",0.079,"CAP1"
"Vav1",1482,0,-0.358173414,0.01,0.136,0,"Control",-0.126,"VAV1"
"Vav1",6639,0,0.494454443,0.273,0.068,0,"IRI_long_14",0.205,"VAV1"
"Snx10",1483,0,-0.358260973,0.019,0.147,0,"Control",-0.128,"SNX10"
"Snx10",5695,2.09e-154,0.270809002,0.21,0.098,4.85e-150,"IRI_long_3",0.112,"SNX10"
"Snx10",6811,0,0.364801284,0.24,0.085,0,"IRI_long_14",0.155,"SNX10"
"Epsti1",3117,1.65e-119,0.235310021,0.219,0.117,3.84e-115,"IRI_short_3",0.102,"EPSTI1"
"Epsti1",5372,1.18e-250,0.310428281,0.268,0.114,2.73e-246,"IRI_long_3",0.154,"EPSTI1"
"Epsti1",1484,0,-0.358588918,0.03,0.17,0,"Control",-0.14,"EPSTI1"
"Epsti1",3737,1.53e-127,0.247765198,0.177,0.115,3.56e-123,"IRI_short_14",0.062,"EPSTI1"
"Epsti1",7686,1.85e-241,0.231402853,0.214,0.11,4.31e-237,"IRI_long_14",0.104,"EPSTI1"
"Cnbp",1485,0,-0.358622483,0.235,0.502,0,"Control",-0.267,"CNBP"
"Cnbp",5848,7.94e-124,0.284860891,0.544,0.404,1.85e-119,"IRI_long_3",0.14,"CNBP"
"Cnbp",7703,1.11e-236,0.24398874,0.536,0.395,2.57e-232,"IRI_long_14",0.141,"CNBP"
"Gapdh",1486,0,-0.359566871,0.674,0.873,0,"Control",-0.199,"GAPDH"
"Gapdh",5475,1.57e-213,0.293810712,0.864,0.803,3.66e-209,"IRI_long_3",0.061,"GAPDH"
"Gapdh",4126,0,0.25162213,0.895,0.794,0,"IRI_long_1",0.101,"GAPDH"
"Ddx5",1487,0,-0.360141858,0.554,0.805,0,"Control",-0.251,"DDX5"
"Ddx5",3057,4.14e-129,0.204621848,0.837,0.714,9.64e-125,"IRI_short_3",0.123,"DDX5"
"Ddx5",5626,2.26e-172,0.244229842,0.847,0.713,5.25e-168,"IRI_long_3",0.134,"DDX5"
"Ddx5",6589,0,0.547582695,0.888,0.697,0,"IRI_long_14",0.191,"DDX5"
"Bnip2",3177,2.04e-108,0.206706577,0.273,0.163,4.74e-104,"IRI_short_3",0.11,"BNIP2"
"Bnip2",1489,0,-0.36159757,0.049,0.231,0,"Control",-0.182,"BNIP2"
"Bnip2",7564,9.08e-278,0.211651999,0.281,0.154,2.11e-273,"IRI_long_14",0.127,"BNIP2"
"Bnip2",5570,4.93e-185,0.3105132,0.308,0.161,1.15e-180,"IRI_long_3",0.147,"BNIP2"
"Morf4l1",6926,0,0.30435445,0.596,0.421,0,"IRI_long_14",0.175,"MORF4L1"
"Morf4l1",1490,0,-0.361999753,0.252,0.538,0,"Control",-0.286,"MORF4L1"
"Anp32b",1491,0,-0.362544033,0.149,0.383,0,"Control",-0.234,"ANP32B"
"Anp32b",3204,4.92e-103,0.260627887,0.419,0.297,1.15e-98,"IRI_short_3",0.122,"ANP32B"
"Anp32b",5365,3.79e-252,0.422231778,0.47,0.294,8.81e-248,"IRI_long_3",0.176,"ANP32B"
"Ahnak",1492,0,-0.363695775,0.071,0.253,0,"Control",-0.182,"AHNAK"
"Ahnak",3055,1.66e-129,0.328538224,0.306,0.185,3.87e-125,"IRI_short_3",0.121,"AHNAK"
"Ahnak",5422,3.21e-233,0.387515652,0.354,0.182,7.47e-229,"IRI_long_3",0.172,"AHNAK"
"Il10ra",1493,0,-0.364625528,0.012,0.138,0,"Control",-0.126,"IL10RA"
"Il10ra",5718,9.6e-150,0.251363438,0.195,0.089,2.23e-145,"IRI_long_3",0.106,"IL10RA"
"Il10ra",6921,0,0.307181404,0.216,0.079,0,"IRI_long_14",0.137,"IL10RA"
"Stx11",6949,0,0.287338748,0.17,0.057,0,"IRI_long_14",0.113,"STX11"
"Stx11",4976,1.63e-101,0.21647727,0.115,0.065,3.8e-97,"IRI_long_1",0.05,"STX11"
"Stx11",1494,0,-0.364817445,0.006,0.103,0,"Control",-0.097,"STX11"
"Cyba",2500,0,-0.43221243,0.485,0.619,0,"IRI_short_1",-0.134,"CYBA"
"Cyba",5398,4.28e-240,0.330296066,0.756,0.588,9.96e-236,"IRI_long_3",0.168,"CYBA"
"Cyba",1495,0,-0.365821189,0.508,0.643,0,"Control",-0.135,"CYBA"
"Cyba",6476,0,0.733042587,0.842,0.563,0,"IRI_long_14",0.279,"CYBA"
"Plk2",1496,0,-0.366586266,0.011,0.101,0,"Control",-0.09,"PLK2"
"Plk2",7745,1.68e-226,0.317869008,0.142,0.06,3.92e-222,"IRI_long_14",0.082,"PLK2"
"Plk2",6328,1.34e-43,0.200833012,0.116,0.068,3.11e-39,"IRI_long_3",0.048,"PLK2"
"Pak2",6686,0,0.452692528,0.462,0.238,0,"IRI_long_14",0.224,"PAK2"
"Pak2",1497,0,-0.367334225,0.121,0.338,0,"Control",-0.217,"PAK2"
"Manf",5455,2.07e-220,0.428435341,0.446,0.28,4.81e-216,"IRI_long_3",0.166,"MANF"
"Manf",3141,6.12e-115,0.252379074,0.414,0.282,1.42e-110,"IRI_short_3",0.132,"MANF"
"Manf",1498,0,-0.367638107,0.143,0.364,0,"Control",-0.221,"MANF"
"Ptpn18",5504,5.42e-203,0.355424546,0.427,0.254,1.26e-198,"IRI_long_3",0.173,"PTPN18"
"Ptpn18",2874,1.4e-190,0.346177296,0.421,0.254,3.26e-186,"IRI_short_3",0.167,"PTPN18"
"Ptpn18",7546,7.01e-281,0.344149894,0.384,0.247,1.63e-276,"IRI_long_14",0.137,"PTPN18"
"Ptpn18",1499,0,-0.36816769,0.123,0.335,0,"Control",-0.212,"PTPN18"
"Adamts1",3988,0,0.628217093,0.23,0.061,0,"IRI_long_1",0.169,"ADAMTS1"
"Adamts1",2184,0,0.288706599,0.199,0.06,0,"IRI_short_1",0.139,"ADAMTS1"
"Adamts1",1503,0,-0.370306602,0.02,0.113,0,"Control",-0.093,"ADAMTS1"
"Fermt3",1504,0,-0.370398135,0.018,0.165,0,"Control",-0.147,"FERMT3"
"Fermt3",3087,1.36e-123,0.213325978,0.212,0.11,3.17e-119,"IRI_short_3",0.102,"FERMT3"
"Fermt3",5524,1.88e-198,0.220581934,0.238,0.108,4.37e-194,"IRI_long_3",0.13,"FERMT3"
"Fermt3",7019,0,0.220283039,0.221,0.101,0,"IRI_long_14",0.12,"FERMT3"
"Laptm4a",8161,2.71e-83,-0.248749147,0.408,0.443,6.32e-79,"IRI_long_14",-0.035,"LAPTM4A"
"Laptm4a",4718,2.18e-178,0.312799264,0.547,0.423,5.08e-174,"IRI_long_1",0.124,"LAPTM4A"
"Laptm4a",6022,2.26e-96,0.294238955,0.552,0.431,5.26e-92,"IRI_long_3",0.121,"LAPTM4A"
"Laptm4a",3192,1.36e-105,0.2395738,0.565,0.43,3.15e-101,"IRI_short_3",0.135,"LAPTM4A"
"Laptm4a",1505,0,-0.370921973,0.282,0.517,0,"Control",-0.235,"LAPTM4A"
"Ccdc12",5892,3.33e-117,0.237475444,0.451,0.313,7.75e-113,"IRI_long_3",0.138,"CCDC12"
"Ccdc12",4735,3.52e-173,0.265889796,0.424,0.307,8.2e-169,"IRI_long_1",0.117,"CCDC12"
"Ccdc12",1506,0,-0.371509369,0.161,0.401,0,"Control",-0.24,"CCDC12"
"Gusb",7572,2.21e-273,0.257676086,0.249,0.13,5.14e-269,"IRI_long_14",0.119,"GUSB"
"Gusb",1508,0,-0.371899157,0.038,0.198,0,"Control",-0.16,"GUSB"
"Gusb",5330,1.14e-269,0.366112804,0.304,0.135,2.66e-265,"IRI_long_3",0.169,"GUSB"
"Gusb",2986,1.92e-145,0.298355478,0.256,0.138,4.46e-141,"IRI_short_3",0.118,"GUSB"
"Rps16",2942,1.84e-163,0.327193605,0.908,0.844,4.28e-159,"IRI_short_3",0.064,"RPS16"
"Rps16",1509,0,-0.372008269,0.746,0.899,0,"Control",-0.153,"RPS16"
"Rps16",7807,4.05e-211,0.207648981,0.913,0.838,9.42e-207,"IRI_long_14",0.075,"RPS16"
"Rps16",5137,0,0.468838124,0.901,0.844,0,"IRI_long_3",0.057,"RPS16"
"Themis2",6989,0,0.264840324,0.178,0.063,0,"IRI_long_14",0.115,"THEMIS2"
"Themis2",6116,4.41e-82,0.214047606,0.143,0.073,1.03e-77,"IRI_long_3",0.07,"THEMIS2"
"Themis2",1511,0,-0.372283603,0.005,0.113,0,"Control",-0.108,"THEMIS2"
"Pycard",7824,2.82e-206,0.231123387,0.362,0.238,6.56e-202,"IRI_long_14",0.124,"PYCARD"
"Pycard",5707,8.87e-153,0.313371362,0.39,0.245,2.06e-148,"IRI_long_3",0.145,"PYCARD"
"Pycard",1512,0,-0.372449507,0.115,0.322,0,"Control",-0.207,"PYCARD"
"Selenon",4899,2.75e-126,0.248139992,0.12,0.065,6.41e-122,"IRI_long_1",0.055,"SELENON"
"Selenon",1514,0,-0.37321977,0.006,0.104,0,"Control",-0.098,"SELENON"
"Chd7",1515,0,-0.373972427,0.04,0.18,0,"Control",-0.14,"CHD7"
"Chd7",6753,0,0.402773685,0.28,0.112,0,"IRI_long_14",0.168,"CHD7"
"Chd7",6257,1.27e-60,0.212624791,0.203,0.129,2.95e-56,"IRI_long_3",0.074,"CHD7"
"Prdx6",6605,0,0.532249592,0.575,0.409,0,"IRI_long_14",0.166,"PRDX6"
"Prdx6",1516,0,-0.374181609,0.282,0.504,0,"Control",-0.222,"PRDX6"
"Pip4k2a",3135,2.5e-116,0.208169249,0.204,0.107,5.82e-112,"IRI_short_3",0.097,"PIP4K2A"
"Pip4k2a",1517,0,-0.3745581,0.016,0.161,0,"Control",-0.145,"PIP4K2A"
"Pip4k2a",7002,0,0.244834373,0.225,0.097,0,"IRI_long_14",0.128,"PIP4K2A"
"Pip4k2a",5516,7.83e-201,0.29761153,0.238,0.105,1.82e-196,"IRI_long_3",0.133,"PIP4K2A"
"Slc3a2",1518,0,-0.375532256,0.186,0.424,0,"Control",-0.238,"SLC3A2"
"Slc3a2",6543,0,0.616860154,0.551,0.315,0,"IRI_long_14",0.236,"SLC3A2"
"Il13ra1",6150,4.57e-77,0.229636588,0.25,0.16,1.06e-72,"IRI_long_3",0.09,"IL13RA1"
"Il13ra1",1519,0,-0.376076659,0.046,0.225,0,"Control",-0.179,"IL13RA1"
"Il13ra1",4404,7.56e-300,0.294177248,0.281,0.149,1.76e-295,"IRI_long_1",0.132,"IL13RA1"
"Rab11fip1",1520,0,-0.376100003,0.024,0.134,0,"Control",-0.11,"RAB11FIP1"
"Rab11fip1",4757,3.52e-165,0.267335401,0.167,0.088,8.19e-161,"IRI_long_1",0.079,"RAB11FIP1"
"Rab11fip1",7495,2.27e-297,0.291913881,0.191,0.084,5.28e-293,"IRI_long_14",0.107,"RAB11FIP1"
"Coq10b",7819,3.01e-208,0.252703347,0.321,0.205,7.01e-204,"IRI_long_14",0.116,"COQ10B"
"Coq10b",1521,0,-0.376380684,0.089,0.285,0,"Control",-0.196,"COQ10B"
"Coq10b",6158,5.76e-76,0.259496708,0.309,0.214,1.34e-71,"IRI_long_3",0.095,"COQ10B"
"Dock10",3106,4.14e-121,0.245134329,0.21,0.11,9.63e-117,"IRI_short_3",0.1,"DOCK10"
"Dock10",1522,0,-0.377303134,0.024,0.162,0,"Control",-0.138,"DOCK10"
"Dock10",6701,0,0.439044704,0.261,0.095,0,"IRI_long_14",0.166,"DOCK10"
"Dock10",5580,2.6e-182,0.253987535,0.234,0.108,6.05e-178,"IRI_long_3",0.126,"DOCK10"
"H2-Q7",3612,1.14e-226,0.420076506,0.174,0.087,2.66e-222,"IRI_short_14",0.087,"HLA-E"
"H2-Q7",7799,7.22e-213,0.432277228,0.177,0.087,1.68e-208,"IRI_long_14",0.09,"HLA-E"
"H2-Q7",1523,0,-0.377408909,0.043,0.126,0,"Control",-0.083,"HLA-E"
"H2-Q7",3367,9.03e-62,0.318809106,0.16,0.094,2.1e-57,"IRI_short_3",0.066,"HLA-E"
"H2-Q7",5023,5.82e-43,-0.280659221,0.08,0.101,1.36e-38,"IRI_long_1",-0.021,"HLA-E"
"H2-Q7",2753,2.49e-83,-0.304630899,0.067,0.104,5.78e-79,"IRI_short_1",-0.037,"HLA-E"
