,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,diff.pct

2081,0,-2.134395998,0.012,0.208,0,Control,Ccl3,-0.196

2082,0,-2.184218194,0.049,0.538,0,Control,Tyrobp,-0.489

2083,0,-2.1865478,0.149,0.483,0,Control,Apoe,-0.334

2084,0,-2.240136918,0.061,0.581,0,Control,S100a6,-0.52

2085,0,-2.315975185,0.121,0.613,0,Control,Dusp1,-0.492

2086,0,-2.403079209,0.118,0.62,0,Control,Cebpb,-0.502

2087,0,-2.432616871,0.003,0.266,0,Control,Ifitm1,-0.263

2088,0,-2.482293015,0.093,0.743,0,Control,Junb,-0.65

2089,0,-2.582674072,0.042,0.632,0,Control,Fos,-0.59

2090,0,-2.62112237,0.49,0.838,0,Control,Spp1,-0.348

2091,0,-2.630621585,0.076,0.629,0,Control,Srgn,-0.553

2092,0,-2.709515259,0.012,0.39,0,Control,Wfdc17,-0.378

2093,0,-2.903885593,0.002,0.206,0,Control,Retnlg,-0.204

2094,0,-3.066194653,0.003,0.504,0,Control,Lcn2,-0.501

2095,0,-3.578700269,0.005,0.508,0,Control,S100a8,-0.503

2096,0,-3.607712352,0.008,0.481,0,Control,Il1b,-0.473

2097,0,-3.919442641,0.003,0.451,0,Control,Cxcl2,-0.448

2098,0,-3.996478593,0.005,0.546,0,Control,S100a9,-0.541

2099,0.00E+00,-0.285072281,0.054,0.122,0.00E+00,Control,Gimap6,-0.068

2100,0.00E+00,0.245350576,0.157,0.081,0.00E+00,Control,Gsta2,0.076

2101,0.00E+00,0.338374289,0.171,0.138,0.00E+00,Control,Pgam2,0.033

2102,0.00E+00,0.21135311,0.807,0.799,0.00E+00,Control,Rps19,0.008

2103,8.77E-303,0.225024158,0.221,0.18,2.04E-298,Control,Gstm1,0.041

2104,3.86E-301,0.217746448,0.159,0.123,8.99E-297,Control,Vegfa,0.036

2105,4.67E-289,-0.445065794,0.05,0.111,1.09E-284,Control,Tinagl1,-0.061

2106,1.03E-251,-0.295720749,0.062,0.124,2.39E-247,Control,Col4a1,-0.062

2107,8.93E-214,-0.43190034,0.99,0.994,2.08E-209,Control,Fth1,-0.004

2108,1.59E-197,-0.205465796,0.438,0.533,3.70E-193,Control,Tmem176b,-0.095

2109,3.06E-194,0.765195611,0.946,0.965,7.12E-190,Control,Malat1,-0.019

2110,1.46E-166,-0.290925488,0.131,0.195,3.40E-162,Control,Id3,-0.064

2111,0,1.867235934,1,0.67,0,IRI_short_1,Spp1,0.33

2112,0,1.7999961,0.944,0.336,0,IRI_short_1,Clu,0.608

2113,0,1.129165018,0.977,0.585,0,IRI_short_1,Mt1,0.392

2114,0,1.064203639,0.656,0.219,0,IRI_short_1,Mt2,0.437

2115,0,1.004262134,0.688,0.293,0,IRI_short_1,Tsc22d1,0.395

2116,0,0.988617262,0.902,0.23,0,IRI_short_1,Lcn2,0.672

2117,0,0.986716732,0.895,0.521,0,IRI_short_1,Ly6a,0.374

2118,0,0.902744074,0.887,0.583,0,IRI_short_1,Ctsd,0.304

2119,0,0.853111937,0.408,0.109,0,IRI_short_1,Tacstd2,0.299

2120,0,0.81451395,0.71,0.322,0,IRI_short_1,Cd24a,0.388

2121,0,0.806328445,0.479,0.145,0,IRI_short_1,Tspan8,0.334

2122,0,0.795820391,0.744,0.329,0,IRI_short_1,Wfdc2,0.415

2123,0,0.772578412,0.467,0.136,0,IRI_short_1,Krt8,0.331

2124,0,0.739684501,0.155,0.01,0,IRI_short_1,Sprr1a,0.145

2125,0,0.703320592,0.922,0.758,0,IRI_short_1,mt-Nd3,0.164

2126,0,0.679603417,0.825,0.402,0,IRI_short_1,Defb1,0.423

2127,0,0.63431887,0.367,0.089,0,IRI_short_1,Kctd1,0.278

2128,0,0.621780569,0.36,0.08,0,IRI_short_1,Tnfrsf12a,0.28

2129,0,0.600094183,0.588,0.266,0,IRI_short_1,Mal,0.322

2130,0,0.595261056,0.859,0.495,0,IRI_short_1,S100a11,0.364

2131,0,0.537953042,0.806,0.394,0,IRI_short_1,Umod,0.412

2132,0,0.523862614,1,0.92,0,IRI_short_1,mt-Co3,0.08

2133,0,0.523705547,0.697,0.383,0,IRI_short_1,S100a10,0.314

2134,0,0.52362105,0.16,0.056,0,IRI_short_1,Aqp2,0.104

2135,0,0.520887694,0.385,0.111,0,IRI_short_1,Cldn7,0.274

2136,0,0.502571482,0.373,0.108,0,IRI_short_1,Pea15a,0.265

2137,0,0.499610081,0.409,0.143,0,IRI_short_1,Krt7,0.266

2138,0,0.487318047,0.243,0.068,0,IRI_short_1,Krt18,0.175

2139,0,0.484594427,0.471,0.183,0,IRI_short_1,Epcam,0.288

2140,0,0.480907145,0.391,0.162,0,IRI_short_1,Itgav,0.229

2141,0,0.479452553,0.589,0.295,0,IRI_short_1,Anxa5,0.294

2142,0,0.473607551,0.603,0.343,0,IRI_short_1,Rtn4,0.26

2143,0,0.464567692,0.568,0.305,0,IRI_short_1,Zfp36l1,0.263

2144,0,0.457610703,0.298,0.098,0,IRI_short_1,Las1l,0.2

2145,0,0.456221679,0.216,0.089,0,IRI_short_1,Nupr1,0.127

2146,0,0.451602351,0.34,0.135,0,IRI_short_1,Slc5a3,0.205

2147,0,0.451135485,0.37,0.176,0,IRI_short_1,Gclc,0.194

2148,0,0.44532218,0.635,0.334,0,IRI_short_1,Tagln2,0.301

2149,0,0.435323708,0.681,0.367,0,IRI_short_1,Lgals3,0.314

2150,0,0.434196895,0.512,0.255,0,IRI_short_1,Mrps6,0.257

2151,0,0.429954925,0.302,0.146,0,IRI_short_1,Thbs1,0.156

2152,0,0.419000889,1,0.967,0,IRI_short_1,mt-Co1,0.033

2153,0,0.415595351,0.169,0.065,0,IRI_short_1,Fxyd4,0.104

2154,0,0.401346673,0.999,0.88,0,IRI_short_1,mt-Co2,0.119

2155,0,0.393665114,0.343,0.145,0,IRI_short_1,Hes1,0.198

2156,0,0.391365546,0.287,0.103,0,IRI_short_1,Cryab,0.184

2157,0,0.384860581,0.356,0.139,0,IRI_short_1,Itga6,0.217

2158,0,0.377399767,0.136,0.033,0,IRI_short_1,Eprn,0.103

2159,0,0.364690261,0.279,0.085,0,IRI_short_1,Sox4,0.194

2160,0,0.364405025,0.486,0.27,0,IRI_short_1,Gls,0.216

2161,0,0.36192579,0.473,0.234,0,IRI_short_1,Ppp1r14b,0.239

2162,0,0.359696067,0.388,0.159,0,IRI_short_1,Gadd45a,0.229

2163,0,0.353504655,0.166,0.018,0,IRI_short_1,Hesx1,0.148

2164,0,0.353278471,0.522,0.294,0,IRI_short_1,Vmp1,0.228

2165,0,0.345484015,0.24,0.058,0,IRI_short_1,Mal2,0.182

2166,0,0.341918139,0.234,0.056,0,IRI_short_1,Sfn,0.178

2167,0,0.328269279,0.189,0.061,0,IRI_short_1,Gdf15,0.128

2168,0,0.32628803,0.319,0.107,0,IRI_short_1,Bcam,0.212

2169,0,0.324461927,0.519,0.323,0,IRI_short_1,Ivns1abp,0.196

2170,0,0.321901522,0.237,0.059,0,IRI_short_1,Tubb2b,0.178

2171,0,0.316100556,0.142,0.025,0,IRI_short_1,Ctgf,0.117

2172,0,0.31398175,0.347,0.141,0,IRI_short_1,Pmepa1,0.206

2173,0,0.307708327,0.849,0.578,0,IRI_short_1,Sh3bgrl3,0.271

2174,0,0.306406052,0.542,0.332,0,IRI_short_1,S100a9,0.21

2175,0,0.305191928,0.364,0.144,0,IRI_short_1,Ly6c1,0.22

2176,0,0.303818907,0.363,0.141,0,IRI_short_1,Adgrg1,0.222

2177,0,0.302931331,0.664,0.431,0,IRI_short_1,Myl12a,0.233

2178,0,0.301534414,1,0.918,0,IRI_short_1,mt-Atp6,0.082

2179,0,0.295115928,0.314,0.1,0,IRI_short_1,Col18a1,0.214

2180,0,0.292628324,0.17,0.054,0,IRI_short_1,Rdh10,0.116

2181,0,0.292158674,0.451,0.237,0,IRI_short_1,Ptp4a1,0.214

2182,0,0.290884268,0.357,0.153,0,IRI_short_1,Syne2,0.204

2183,0,0.290640384,0.209,0.081,0,IRI_short_1,Ptgfr,0.128

2184,0,0.288706599,0.199,0.06,0,IRI_short_1,Adamts1,0.139

2185,0,0.285986847,0.356,0.16,0,IRI_short_1,Tubb2a,0.196

2186,0,0.283317527,0.552,0.347,0,IRI_short_1,Sdc4,0.205

2187,0,0.281490527,0.627,0.426,0,IRI_short_1,Ctsl,0.201

2188,0,0.279715789,0.146,0.03,0,IRI_short_1,Akr1b8,0.116

2189,0,0.278226785,0.261,0.118,0,IRI_short_1,Slc25a30,0.143

2190,0,0.277751902,0.933,0.696,0,IRI_short_1,Actg1,0.237

2191,0,0.277726515,0.249,0.098,0,IRI_short_1,Actn1,0.151

2192,0,0.276262548,0.692,0.468,0,IRI_short_1,S100a1,0.224

2193,0,0.275088243,0.103,0.023,0,IRI_short_1,Timp1,0.08

2194,0,0.27410914,0.332,0.146,0,IRI_short_1,Plscr1,0.186

2195,0,0.27308913,0.276,0.099,0,IRI_short_1,Pkhd1,0.177

2196,0,0.269005404,0.56,0.344,0,IRI_short_1,Ywhaq,0.216

2197,0,0.267308568,0.351,0.207,0,IRI_short_1,Nfkbiz,0.144

2198,0,0.266091925,0.155,0.048,0,IRI_short_1,Cyr61,0.107

2199,0,0.264647095,0.777,0.606,0,IRI_short_1,Cd63,0.171

2200,0,0.264621612,0.474,0.254,0,IRI_short_1,Myh9,0.22

2201,0,0.264174375,0.994,0.962,0,IRI_short_1,mt-Nd2,0.032

2202,0,0.263345112,0.954,0.821,0,IRI_short_1,Actb,0.133

2203,0,0.259934206,0.734,0.481,0,IRI_short_1,Ifitm2,0.253

2204,0,0.257421625,0.336,0.151,0,IRI_short_1,Tgfbr1,0.185

2205,0,0.25581153,0.167,0.044,0,IRI_short_1,2200002D01Rik,0.123

2206,0,0.255447147,0.554,0.38,0,IRI_short_1,S100a6,0.174

2207,0,0.254000751,0.483,0.313,0,IRI_short_1,S100a8,0.17

2208,0,0.250243968,0.364,0.167,0,IRI_short_1,Cd2ap,0.197

2209,0,0.247235204,0.179,0.034,0,IRI_short_1,Efemp1,0.145

2210,0,0.246849241,0.589,0.373,0,IRI_short_1,Msn,0.216

2211,0,0.246668116,0.345,0.172,0,IRI_short_1,Flna,0.173

2212,0,0.245002788,0.415,0.225,0,IRI_short_1,Tpm4,0.19

2213,0,0.241903635,0.513,0.301,0,IRI_short_1,Anxa2,0.212

2214,0,0.241326722,0.196,0.042,0,IRI_short_1,Muc1,0.154

2215,0,0.24096302,0.157,0.024,0,IRI_short_1,Dcdc2a,0.133

2216,0,0.240510003,0.199,0.061,0,IRI_short_1,Socs2,0.138

2217,0,0.237901444,0.286,0.113,0,IRI_short_1,Fermt2,0.173

2218,0,0.234565972,0.297,0.11,0,IRI_short_1,Spint1,0.187

2219,0,0.23404651,0.187,0.05,0,IRI_short_1,Sytl2,0.137

2220,0,0.232551673,0.252,0.082,0,IRI_short_1,Kcnk1,0.17

2221,0,0.231173004,0.586,0.374,0,IRI_short_1,Capns1,0.212

2222,0,0.231163134,0.486,0.287,0,IRI_short_1,Ywhah,0.199

2223,0,0.229981801,0.442,0.249,0,IRI_short_1,Hprt,0.193

2224,0,0.225536347,0.196,0.079,0,IRI_short_1,Serpinb1a,0.117

2225,0,0.223577521,0.341,0.193,0,IRI_short_1,Chka,0.148

2226,0,0.223478694,0.195,0.051,0,IRI_short_1,Shisa4,0.144

2227,0,0.222112587,0.249,0.079,0,IRI_short_1,St14,0.17

2228,0,0.219550024,0.249,0.102,0,IRI_short_1,Tpm1,0.147

2229,0,0.218534664,0.88,0.726,0,IRI_short_1,Myl6,0.154

2230,0,0.216667284,0.221,0.068,0,IRI_short_1,Itgb6,0.153

2231,0,0.216003474,0.383,0.178,0,IRI_short_1,Paqr5,0.205

2232,0,0.215886555,0.335,0.2,0,IRI_short_1,Trib1,0.135

2233,0,0.215838272,0.682,0.467,0,IRI_short_1,Tmem176b,0.215

2234,0,0.215753853,0.307,0.152,0,IRI_short_1,Rhoc,0.155

2235,0,0.215688812,0.754,0.531,0,IRI_short_1,Ldhb,0.223

2236,0,0.215233339,0.221,0.089,0,IRI_short_1,Tacc2,0.132

2237,0,0.212845176,0.54,0.334,0,IRI_short_1,Hnrnpa3,0.206

2238,0,0.212514216,0.27,0.112,0,IRI_short_1,Acot9,0.158

2239,0,0.21140574,0.315,0.128,0,IRI_short_1,Cdh1,0.187

2240,0,0.211130848,0.293,0.141,0,IRI_short_1,Tuba1a,0.152

2241,0,0.210922092,0.331,0.163,0,IRI_short_1,Morf4l2,0.168

2242,0,0.210790913,0.263,0.103,0,IRI_short_1,Acsl4,0.16

2243,0,0.210575133,0.519,0.314,0,IRI_short_1,Uqcc2,0.205

2244,0,0.208692672,0.653,0.453,0,IRI_short_1,Eif4a1,0.2

2245,0,0.208535876,0.218,0.07,0,IRI_short_1,Net1,0.148

2246,0,0.208301792,0.354,0.186,0,IRI_short_1,Hif1a,0.168

2247,0,0.208128447,0.391,0.219,0,IRI_short_1,Eif4ebp1,0.172

2248,0,0.207969269,0.334,0.178,0,IRI_short_1,Bhlhe40,0.156

2249,0,0.207524446,0.749,0.533,0,IRI_short_1,Tspo,0.216

2250,0,0.20567101,0.428,0.247,0,IRI_short_1,1110008P14Rik,0.181

2251,0,0.205418465,0.421,0.238,0,IRI_short_1,Ctsc,0.183

2252,0,0.204324857,0.296,0.151,0,IRI_short_1,Pik3r1,0.145

2253,0,0.202732607,0.315,0.139,0,IRI_short_1,Cd151,0.176

2254,0,0.200931282,0.854,0.718,0,IRI_short_1,Ptma,0.136

2255,0,-0.200151421,0.288,0.261,0,IRI_short_1,Glrx5,0.027

2256,0,-0.200305811,0.244,0.202,0,IRI_short_1,Rab3ip,0.042

2257,0,-0.200516389,0.454,0.404,0,IRI_short_1,Lamtor2,0.05

2258,0,-0.201026188,0.634,0.567,0,IRI_short_1,Atp6v0b,0.067

2259,0,-0.201340645,0.632,0.548,0,IRI_short_1,Rps27l,0.084

2260,0,-0.202777095,0.202,0.187,0,IRI_short_1,Ccs,0.015

2261,0,-0.202792664,0.305,0.277,0,IRI_short_1,Med28,0.028

2262,0,-0.203668957,0.643,0.568,0,IRI_short_1,Atp6v0e,0.075

2263,0,-0.204462086,0.556,0.496,0,IRI_short_1,Edf1,0.06

2264,0,-0.204558588,0.215,0.192,0,IRI_short_1,Lypla1,0.023

2265,0,-0.207329439,0.413,0.348,0,IRI_short_1,Uqcrc2,0.065

2266,0,-0.207379521,0.268,0.227,0,IRI_short_1,Fdx1,0.041

2267,0,-0.208960437,0.217,0.143,0,IRI_short_1,Sostdc1,0.074

2268,0,-0.208967241,0.346,0.309,0,IRI_short_1,Mrpl34,0.037

2269,0,-0.209531117,0.536,0.447,0,IRI_short_1,Ndufa11,0.089

2270,0,-0.211010551,0.586,0.533,0,IRI_short_1,Vamp8,0.053

2271,0,-0.212315256,0.206,0.159,0,IRI_short_1,Col4a4,0.047

2272,0,-0.212684841,0.481,0.421,0,IRI_short_1,Zfp706,0.06

2273,0,-0.212763196,0.715,0.663,0,IRI_short_1,Eef2,0.052

2274,0,-0.212770333,0.425,0.355,0,IRI_short_1,Suclg1,0.07

2275,0,-0.21747832,0.558,0.529,0,IRI_short_1,Map1lc3b,0.029

2276,0,-0.217854203,0.263,0.251,0,IRI_short_1,Atp6v1d,0.012

2277,0,-0.218896052,0.319,0.264,0,IRI_short_1,Ogdh,0.055

2278,0,-0.219055472,0.358,0.319,0,IRI_short_1,Sdhd,0.039

2279,0,-0.219626051,0.21,0.203,0,IRI_short_1,Chchd3,0.007

2280,0,-0.21977852,0.164,0.162,0,IRI_short_1,Cdc37l1,0.002

2281,0,-0.219915092,0.194,0.179,0,IRI_short_1,Ppa2,0.015

2282,0,-0.220118601,0.504,0.453,0,IRI_short_1,Son,0.051

2283,0,-0.221526129,0.255,0.251,0,IRI_short_1,Retreg1,0.004

2284,0,-0.221821941,0.308,0.267,0,IRI_short_1,Idh3g,0.041

2285,0,-0.222891424,0.288,0.233,0,IRI_short_1,Suclg2,0.055

2286,0,-0.224413523,0.35,0.279,0,IRI_short_1,Fmc1,0.071

2287,0,-0.224757867,0.671,0.582,0,IRI_short_1,Cycs,0.089

2288,0,-0.225563296,0.132,0.136,0,IRI_short_1,Aamdc,-0.004

2289,0,-0.226559691,0.23,0.219,0,IRI_short_1,Dlst,0.011

2290,0,-0.227073481,0.333,0.308,0,IRI_short_1,Txn2,0.025

2291,0,-0.227406401,0.123,0.126,0,IRI_short_1,C130074G19Rik,-0.003

2292,0,-0.227680933,0.597,0.533,0,IRI_short_1,Bsg,0.064

2293,0,-0.229320982,0.43,0.368,0,IRI_short_1,Timm8b,0.062

2294,0,-0.229597347,0.197,0.166,0,IRI_short_1,Myo6,0.031

2295,0,-0.230254147,0.324,0.278,0,IRI_short_1,Etfa,0.046

2296,0,-0.231592708,0.328,0.285,0,IRI_short_1,Ogt,0.043

2297,0,-0.231923487,0.15,0.158,0,IRI_short_1,Coq9,-0.008

2298,0,-0.231945748,0.816,0.776,0,IRI_short_1,Rpl36,0.04

2299,0,-0.232929003,0.331,0.312,0,IRI_short_1,Lamtor5,0.019

2300,0,-0.233110459,0.296,0.29,0,IRI_short_1,H2afv,0.006

2301,0,-0.233701764,0.586,0.411,0,IRI_short_1,Ier3,0.175

2302,0,-0.233872348,0.271,0.252,0,IRI_short_1,Pet100,0.019

2303,0,-0.233932899,0.386,0.345,0,IRI_short_1,Mat2a,0.041

2304,0,-0.235245547,0.261,0.25,0,IRI_short_1,Idh3b,0.011

2305,0,-0.23528044,0.159,0.161,0,IRI_short_1,Slc25a51,-0.002

2306,0,-0.237834514,0.25,0.252,0,IRI_short_1,Slc25a11,-0.002

2307,0,-0.238135816,0.195,0.195,0,IRI_short_1,Spr,0

2308,0,-0.238145013,0.366,0.322,0,IRI_short_1,Ndufa10,0.044

2309,0,-0.239244354,0.789,0.737,0,IRI_short_1,Oaz1,0.052

2310,0,-0.239509553,0.251,0.22,0,IRI_short_1,Gas6,0.031

2311,0,-0.239944276,0.241,0.219,0,IRI_short_1,Acaa2,0.022

2312,0,-0.240457663,0.461,0.393,0,IRI_short_1,Uqcrc1,0.068

2313,0,-0.2404889,0.54,0.469,0,IRI_short_1,2410015M20Rik,0.071

2314,0,-0.240509535,0.553,0.479,0,IRI_short_1,Ndufc2,0.074

2315,0,-0.240751474,0.64,0.559,0,IRI_short_1,Rpl4,0.081

2316,0,-0.242047283,0.772,0.723,0,IRI_short_1,Slc25a3,0.049

2317,0,-0.242718112,0.137,0.148,0,IRI_short_1,Ak3,-0.011

2318,0,-0.243156246,0.46,0.4,0,IRI_short_1,Ndufs2,0.06

2319,0,-0.243807575,0.593,0.527,0,IRI_short_1,Ndufb7,0.066

2320,0,-0.244183172,0.525,0.467,0,IRI_short_1,Tpi1,0.058

2321,0,-0.246793491,0.121,0.131,0,IRI_short_1,Mut,-0.01

2322,0,-0.247903756,0.495,0.462,0,IRI_short_1,Cox7a2l,0.033

2323,0,-0.249812162,0.733,0.68,0,IRI_short_1,Atp5d,0.053

2324,0,-0.252071161,0.417,0.364,0,IRI_short_1,Mrpl42,0.053

2325,0,-0.252357231,0.339,0.296,0,IRI_short_1,Sdhc,0.043

2326,0,-0.254459454,0.332,0.295,0,IRI_short_1,Hagh,0.037

2327,0,-0.254538673,0.469,0.407,0,IRI_short_1,Ndufv2,0.062

2328,0,-0.257190843,0.224,0.211,0,IRI_short_1,Cyb5b,0.013

2329,0,-0.258561685,0.152,0.168,0,IRI_short_1,Rnf181,-0.016

2330,0,-0.258946114,0.282,0.261,0,IRI_short_1,Cox20,0.021

2331,0,-0.259996341,0.775,0.715,0,IRI_short_1,Atp5h,0.06

2332,0,-0.260101417,0.19,0.167,0,IRI_short_1,Aldh1l1,0.023

2333,0,-0.261623565,0.479,0.439,0,IRI_short_1,Ndufs7,0.04

2334,0,-0.261657865,0.395,0.348,0,IRI_short_1,Ndufs8,0.047

2335,0,-0.261682098,0.175,0.184,0,IRI_short_1,Bckdha,-0.009

2336,0,-0.261739624,0.426,0.384,0,IRI_short_1,Cox14,0.042

2337,0,-0.262488558,0.466,0.431,0,IRI_short_1,Cox17,0.035

2338,0,-0.262612021,0.259,0.28,0,IRI_short_1,Fuca1,-0.021

2339,0,-0.263466042,0.212,0.202,0,IRI_short_1,H1f0,0.01

2340,0,-0.264929176,0.176,0.176,0,IRI_short_1,Dgcr6,0

2341,0,-0.265602465,0.352,0.293,0,IRI_short_1,Bola3,0.059

2342,0,-0.269417763,0.236,0.249,0,IRI_short_1,Atp6v1b2,-0.013

2343,0,-0.27004758,0.663,0.608,0,IRI_short_1,Atp6v1f,0.055

2344,0,-0.270099073,0.536,0.447,0,IRI_short_1,Ndufa5,0.089

2345,0,-0.270103251,0.275,0.206,0,IRI_short_1,Gm10076,0.069

2346,0,-0.270175832,0.213,0.211,0,IRI_short_1,Mlec,0.002

2347,0,-0.271529192,0.12,0.138,0,IRI_short_1,Fahd1,-0.018

2348,0,-0.273549352,0.873,0.839,0,IRI_short_1,Itm2b,0.034

2349,0,-0.273747556,0.266,0.239,0,IRI_short_1,Stard10,0.027

2350,0,-0.274152081,0.669,0.539,0,IRI_short_1,H2-K1,0.13

2351,0,-0.276011361,0.168,0.179,0,IRI_short_1,Dhrs4,-0.011

2352,0,-0.276271072,0.712,0.64,0,IRI_short_1,2010107E04Rik,0.072

2353,0,-0.276327628,0.52,0.451,0,IRI_short_1,Cyc1,0.069

2354,0,-0.280235015,0.633,0.574,0,IRI_short_1,Ndufb11,0.059

2355,0,-0.28048217,0.396,0.375,0,IRI_short_1,Uba52,0.021

2356,0,-0.280706539,0.683,0.63,0,IRI_short_1,Hint1,0.053

2357,0,-0.283058467,0.115,0.139,0,IRI_short_1,Ccser2,-0.024

2358,0,-0.283620898,0.329,0.264,0,IRI_short_1,Odc1,0.065

2359,0,-0.284579635,0.366,0.355,0,IRI_short_1,Mien1,0.011

2360,0,-0.285882439,0.427,0.391,0,IRI_short_1,Vdac1,0.036

2361,0,-0.285932676,0.169,0.145,0,IRI_short_1,Pgam2,0.024

2362,0,-0.287017732,0.773,0.715,0,IRI_short_1,Cox5a,0.058

2363,0,-0.288046641,0.427,0.39,0,IRI_short_1,Tmbim4,0.037

2364,0,-0.288243472,0.099,0.12,0,IRI_short_1,Pank1,-0.021

2365,0,-0.290686684,0.732,0.686,0,IRI_short_1,Gabarap,0.046

2366,0,-0.29095806,0.325,0.336,0,IRI_short_1,Aldh2,-0.011

2367,0,-0.291430034,0.261,0.259,0,IRI_short_1,Slc25a39,0.002

2368,0,-0.291822403,0.867,0.85,0,IRI_short_1,Chchd2,0.017

2369,0,-0.292543272,0.339,0.324,0,IRI_short_1,0610012G03Rik,0.015

2370,0,-0.294334676,0.258,0.242,0,IRI_short_1,Mcee,0.016

2371,0,-0.297537361,0.47,0.415,0,IRI_short_1,Cops9,0.055

2372,0,-0.297711594,0.644,0.533,0,IRI_short_1,Ctsb,0.111

2373,0,-0.298191014,0.335,0.297,0,IRI_short_1,Cited2,0.038

2374,0,-0.298886286,0.522,0.476,0,IRI_short_1,Tomm7,0.046

2375,0,-0.299610375,0.851,0.817,0,IRI_short_1,Rpl18a,0.034

2376,0,-0.299837524,0.21,0.167,0,IRI_short_1,Snhg18,0.043

2377,0,-0.300013211,0.905,0.75,0,IRI_short_1,Fxyd2,0.155

2378,0,-0.301266476,0.535,0.469,0,IRI_short_1,Ndufab1,0.066

2379,0,-0.301664838,0.814,0.779,0,IRI_short_1,Rps23,0.035

2380,0,-0.301805927,0.396,0.357,0,IRI_short_1,Sdha,0.039

2381,0,-0.302393325,0.378,0.346,0,IRI_short_1,Mrpl12,0.032

2382,0,-0.304851006,0.202,0.237,0,IRI_short_1,Atraid,-0.035

2383,0,-0.307213407,0.169,0.173,0,IRI_short_1,Bpnt1,-0.004

2384,0,-0.308274509,0.328,0.325,0,IRI_short_1,St13,0.003

2385,0,-0.309137071,0.311,0.361,0,IRI_short_1,Smpdl3a,-0.05

2386,0,-0.311410634,0.494,0.468,0,IRI_short_1,Sec62,0.026

2387,0,-0.312898947,0.429,0.408,0,IRI_short_1,Higd2a,0.021

2388,0,-0.315818802,0.224,0.226,0,IRI_short_1,Dynll2,-0.002

2389,0,-0.315941726,0.457,0.395,0,IRI_short_1,Romo1,0.062

2390,0,-0.316736581,0.447,0.426,0,IRI_short_1,Iscu,0.021

2391,0,-0.317091213,0.365,0.332,0,IRI_short_1,Atp6v1a,0.033

2392,0,-0.317409391,0.14,0.174,0,IRI_short_1,Slc43a2,-0.034

2393,0,-0.318217539,0.152,0.191,0,IRI_short_1,Gns,-0.039

2394,0,-0.320727694,0.674,0.576,0,IRI_short_1,H2-D1,0.098

2395,0,-0.321695592,0.34,0.333,0,IRI_short_1,2-Mar,0.007

2396,0,-0.32252309,0.647,0.597,0,IRI_short_1,Atp5c1,0.05

2397,0,-0.325313033,0.726,0.66,0,IRI_short_1,Rpl23a,0.066

2398,0,-0.32605433,0.491,0.43,0,IRI_short_1,Slc25a4,0.061

2399,0,-0.32830316,0.329,0.307,0,IRI_short_1,Ninj1,0.022

2400,0,-0.328972205,0.197,0.222,0,IRI_short_1,Csrp2,-0.025

2401,0,-0.329307612,0.132,0.154,0,IRI_short_1,Abca3,-0.022

2402,0,-0.329537125,0.187,0.228,0,IRI_short_1,Fuca2,-0.041

2403,0,-0.33029372,0.35,0.362,0,IRI_short_1,1810058I24Rik,-0.012

2404,0,-0.331570581,0.452,0.43,0,IRI_short_1,Ndufa8,0.022

2405,0,-0.333007903,0.515,0.533,0,IRI_short_1,B2m,-0.018

2406,0,-0.33501668,0.07,0.119,0,IRI_short_1,Gstz1,-0.049

2407,0,-0.335107561,0.582,0.531,0,IRI_short_1,Ndufa1,0.051

2408,0,-0.336404463,0.566,0.521,0,IRI_short_1,Hspe1,0.045

2409,0,-0.336697683,0.784,0.754,0,IRI_short_1,Uqcrh,0.03

2410,0,-0.336765755,0.581,0.532,0,IRI_short_1,Minos1,0.049

2411,0,-0.337489538,0.182,0.219,0,IRI_short_1,Selenbp1,-0.037

2412,0,-0.337497969,0.029,0.105,0,IRI_short_1,Adhfe1,-0.076

2413,0,-0.338310203,0.171,0.149,0,IRI_short_1,Slc16a7,0.022

2414,0,-0.338660968,0.097,0.146,0,IRI_short_1,Sirt3,-0.049

2415,0,-0.338707537,0.69,0.67,0,IRI_short_1,Tmbim6,0.02

2416,0,-0.339114854,0.078,0.138,0,IRI_short_1,Mettl7a1,-0.06

2417,0,-0.339811905,0.37,0.318,0,IRI_short_1,Tns1,0.052

2418,0,-0.340344404,0.663,0.622,0,IRI_short_1,Atp5f1,0.041

2419,0,-0.341413521,0.81,0.76,0,IRI_short_1,Cox7c,0.05

2420,0,-0.341881971,0.866,0.84,0,IRI_short_1,Rpl37a,0.026

2421,0,-0.343165333,0.761,0.721,0,IRI_short_1,Atp5b,0.04

2422,0,-0.344185369,0.489,0.471,0,IRI_short_1,Atp6v1e1,0.018

