,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,diff.pct

414,0,0.508505776,0.119,0.029,0,Control,AC160336.1,0.09

415,0,0.507961634,0.424,0.393,0,Control,Uqcrc1,0.031

416,0,0.507061195,0.232,0.112,0,Control,Cldn10,0.12

417,0,0.506737032,0.181,0.089,0,Control,Slc6a8,0.092

418,0,0.50575534,0.183,0.137,0,Control,Slc16a7,0.046

419,0,0.505034886,0.114,0.015,0,Control,Prodh2,0.099

420,0,0.503781174,0.491,0.463,0,Control,Sec62,0.028

421,0,0.502661317,0.222,0.15,0,Control,1500011K16Rik,0.072

422,0,0.5023013,0.182,0.082,0,Control,Vdr,0.1

423,0,0.502172396,0.203,0.115,0,Control,Aldh9a1,0.088

424,0,0.501986698,0.444,0.422,0,Control,Iscu,0.022

425,0,0.501890533,0.118,0.021,0,Control,Cyp2d26,0.097

426,0,0.50172176,0.15,0.031,0,Control,Aldh8a1,0.119

427,0,0.500955265,0.159,0.062,0,Control,Nmrk1,0.097

428,0,0.50078024,0.193,0.098,0,Control,Mut,0.095

429,0,0.496813881,0.136,0.027,0,Control,Fitm1,0.109

430,0,0.496722911,0.106,0.01,0,Control,Clec2h,0.096

431,0,0.496546915,0.996,0.988,0,Control,mt-Cytb,0.008

432,0,0.496397951,0.201,0.102,0,Control,Fahd1,0.099

433,0,0.495292408,0.386,0.375,0,Control,Uba52,0.011

434,0,0.494253435,0.118,0.015,0,Control,Kcnk5,0.103

435,0,0.492280085,0.38,0.327,0,Control,Hspa9,0.053

436,0,0.491149501,0.187,0.148,0,Control,Kcnj1,0.039

437,0,0.490490732,0.167,0.065,0,Control,Echdc2,0.102

438,0,0.489507268,0.818,0.759,0,Control,mt-Nd5,0.059

439,0,0.489272146,0.307,0.254,0,Control,Rbm47,0.053

440,0,0.4884606,0.197,0.101,0,Control,Grhpr,0.096

441,0,0.488390666,0.118,0.022,0,Control,Serpinf2,0.096

442,0,0.487206713,0.249,0.184,0,Control,Iah1,0.065

443,0,0.486356977,0.226,0.141,0,Control,Abcd3,0.085

444,0,0.485686825,0.228,0.152,0,Control,Dhrs4,0.076

445,0,0.484235857,0.192,0.107,0,Control,Aamdc,0.085

446,0,0.48393283,0.187,0.111,0,Control,Wwp1,0.076

447,0,0.482240783,0.127,0.024,0,Control,Eci3,0.103

448,0,0.48212377,0.442,0.418,0,Control,Ndufb6,0.024

449,0,0.48081018,0.22,0.138,0,Control,Rnf181,0.082

450,0,0.480253414,0.323,0.225,0,Control,Pim3,0.098

451,0,0.479222649,0.315,0.263,0,Control,Pdha1,0.052

452,0,0.475320304,0.218,0.16,0,Control,Tfcp2l1,0.058

453,0,0.474848471,0.231,0.178,0,Control,Lypla1,0.053

454,0,0.474621744,0.155,0.063,0,Control,Prkaa2,0.092

455,0,0.473393837,0.133,0.031,0,Control,Tmem150a,0.102

456,0,0.47290356,0.114,0.012,0,Control,Adra2b,0.102

457,0,0.470539369,0.286,0.24,0,Control,Pet100,0.046

458,0,0.470257903,0.156,0.114,0,Control,Lars2,0.042

459,0,0.469099735,0.134,0.035,0,Control,Thnsl2,0.099

460,0,0.468348639,0.168,0.081,0,Control,Entpd5,0.087

461,0,0.468251252,0.266,0.198,0,Control,Dlst,0.068

462,0,0.46741703,0.185,0.105,0,Control,Coa6,0.08

463,0,0.467372283,0.163,0.052,0,Control,Tmem229a,0.111

464,0,0.467202586,0.359,0.315,0,Control,Ndufa10,0.044

465,0,0.465492965,0.26,0.212,0,Control,Naa38,0.048

466,0,0.465432345,0.442,0.429,0,Control,Ndufa8,0.013

467,0,0.463812834,0.137,0.06,0,Control,Klhl3,0.077

468,0,0.463357974,0.103,0.014,0,Control,Dpep1,0.089

469,0,0.462703237,0.604,0.597,0,Control,Ndufa7,0.007

470,0,0.461937709,0.126,0.022,0,Control,Ar,0.104

471,0,0.460341416,0.685,0.664,0,Control,Rpl35,0.021

472,0,0.460250527,0.217,0.144,0,Control,2300009A05Rik,0.073

473,0,0.460131999,0.201,0.126,0,Control,Ss18l2,0.075

474,0,0.459419093,0.244,0.167,0,Control,Pkp4,0.077

475,0,0.457946828,0.197,0.118,0,Control,Adk,0.079

476,0,0.457903663,0.204,0.151,0,Control,Slc43a2,0.053

477,0,0.457886319,0.392,0.33,0,Control,Idh2,0.062

478,0,0.456887012,0.37,0.349,0,Control,Ndufs8,0.021

479,0,0.455897192,0.126,0.024,0,Control,Hlf,0.102

480,0,0.45566128,0.119,0.04,0,Control,Tmigd1,0.079

481,0,0.4543139,0.177,0.144,0,Control,Sostdc1,0.033

482,0,0.453860559,0.15,0.073,0,Control,Kif12,0.077

483,0,0.45290575,0.117,0.021,0,Control,Abcc2,0.096

484,0,0.452217829,0.111,0.029,0,Control,AC135964.2,0.082

485,0,0.452110404,0.109,0.017,0,Control,Cyp2j13,0.092

486,0,0.451846231,0.798,0.778,0,Control,Rps23,0.02

487,0,0.451082886,0.211,0.139,0,Control,Mcur1,0.072

488,0,0.450329879,0.13,0.045,0,Control,Nfia,0.085

489,0,0.449793423,0.112,0.03,0,Control,Cpeb3,0.082

490,0,0.448459156,0.247,0.182,0,Control,Agpat3,0.065

491,0,0.448451554,0.559,0.476,0,Control,S100a1,0.083

492,0,0.447909709,0.276,0.199,0,Control,Gas6,0.077

493,0,0.447447889,0.227,0.187,0,Control,Ap2a2,0.04

494,0,0.446177112,0.164,0.08,0,Control,Aldh7a1,0.084

495,0,0.444509553,0.26,0.215,0,Control,Ndufaf8,0.045

496,0,0.442418184,0.151,0.074,0,Control,Rufy3,0.077

497,0,0.442120946,0.231,0.176,0,Control,Spr,0.055

498,0,0.441915109,0.11,0.023,0,Control,Apom,0.087

499,0,0.439528715,0.109,0.01,0,Control,Gm10804,0.099

500,0,0.439359909,0.185,0.108,0,Control,Gm5617,0.077

501,0,0.439043619,0.331,0.302,0,Control,Mrpl51,0.029

502,0,0.439003833,0.147,0.061,0,Control,Tln2,0.086

503,0,0.438884304,0.106,0.021,0,Control,Col27a1,0.085

504,0,0.438573425,0.185,0.102,0,Control,Ivd,0.083

505,0,0.436163253,0.477,0.443,0,Control,Ptms,0.034

506,0,0.43496465,0.191,0.129,0,Control,2310039H08Rik,0.062

507,0,0.434421106,0.159,0.076,0,Control,Cluh,0.083

508,0,0.434171941,0.17,0.097,0,Control,Aco1,0.073

509,0,0.433216888,0.351,0.326,0,Control,2-Mar,0.025

510,0,0.433106176,0.317,0.303,0,Control,Tmco1,0.014

511,0,0.432743559,0.18,0.107,0,Control,Pccb,0.073

512,0,0.432366455,0.165,0.081,0,Control,Fam213a,0.084

513,0,0.432350656,0.164,0.106,0,Control,Wdr18,0.058

514,0,0.431953183,0.336,0.32,0,Control,St13,0.016

515,0,0.431116134,0.717,0.729,0,Control,Atp5h,-0.012

516,0,0.429645514,0.131,0.052,0,Control,Tmem242,0.079

517,0,0.429567734,0.445,0.446,0,Control,Ndufs7,-0.001

518,0,0.429244563,0.148,0.065,0,Control,Nipsnap1,0.083

519,0,0.42907998,0.391,0.354,0,Control,Suclg1,0.037

520,0,0.426519307,0.183,0.107,0,Control,Ncoa7,0.076

521,0,0.425037082,0.434,0.353,0,Control,Sdc4,0.081

522,0,0.42496125,0.127,0.036,0,Control,Pxmp2,0.091

523,0,0.424917356,0.174,0.113,0,Control,Cgnl1,0.061

524,0,0.424825818,0.17,0.105,0,Control,Mtss1,0.065

525,0,0.423808081,0.292,0.248,0,Control,Pnkd,0.044

526,0,0.423723082,0.273,0.248,0,Control,Dpm3,0.025

527,0,0.423611757,0.29,0.253,0,Control,Glrx5,0.037

528,0,0.423232302,0.183,0.128,0,Control,Abhd17c,0.055

529,0,0.423205251,0.198,0.137,0,Control,Mocs2,0.061

530,0,0.423180001,0.115,0.028,0,Control,Slc1a1,0.087

531,0,0.423014006,0.239,0.187,0,Control,Chchd3,0.052

532,0,0.42295323,0.391,0.403,0,Control,Txndc17,-0.012

533,0,0.422878074,0.203,0.142,0,Control,Cdc37l1,0.061

534,0,0.422719338,0.221,0.166,0,Control,Chchd7,0.055

535,0,0.421809116,0.119,0.031,0,Control,Gchfr,0.088

536,0,0.420776361,0.141,0.05,0,Control,Trabd2b,0.091

537,0,0.420466815,0.181,0.14,0,Control,Tnfrsf21,0.041

538,0,0.41916015,0.337,0.359,0,Control,Mat2a,-0.022

539,0,0.418948781,0.308,0.274,0,Control,Etfa,0.034

540,0,0.41857906,0.123,0.034,0,Control,Lpin1,0.089

541,0,0.417605617,0.183,0.121,0,Control,Ptprf,0.062

542,0,0.417387692,0.196,0.144,0,Control,Plekhb2,0.052

543,0,0.417254286,0.102,0.013,0,Control,Rdh16f2,0.089

544,0,0.417002405,0.185,0.154,0,Control,Dst,0.031

545,0,0.416709713,0.191,0.13,0,Control,Smarca2,0.061

546,0,0.415639908,0.129,0.037,0,Control,Acss2,0.092

547,0,0.415329219,0.121,0.031,0,Control,Fhl1,0.09

548,0,0.415206491,0.3,0.283,0,Control,Cenpx,0.017

549,0,0.413477695,0.812,0.805,0,Control,Rpl38,0.007

550,0,0.413250245,0.322,0.281,0,Control,Herpud1,0.041

551,0,0.413088365,0.131,0.051,0,Control,Osbpl6,0.08

552,0,0.412269577,0.122,0.04,0,Control,Evc,0.082

553,0,0.412078594,0.249,0.195,0,Control,1700011H14Rik,0.054

554,0,0.411946326,0.211,0.186,0,Control,Ethe1,0.025

555,0,0.411199599,0.129,0.03,0,Control,Klf15,0.099

556,0,0.411121965,0.124,0.04,0,Control,Ptprd,0.084

557,0,0.410756991,0.172,0.102,0,Control,Esrra,0.07

558,0,0.410043559,0.21,0.154,0,Control,Lap3,0.056

559,0,0.409941277,0.414,0.418,0,Control,Ndufv2,-0.004

560,0,0.409620032,0.113,0.038,0,Control,Fam13a,0.075

561,0,0.409616611,0.203,0.133,0,Control,Coq9,0.07

562,0,0.409497415,0.42,0.436,0,Control,Zfp706,-0.016

563,0,0.409463307,0.105,0.016,0,Control,Cbs,0.089

564,0,0.409230802,0.633,0.626,0,Control,Rpl36a,0.007

565,0,0.409125241,0.115,0.03,0,Control,Slc25a15,0.085

566,0,0.408502128,0.126,0.046,0,Control,Shmt2,0.08

567,0,0.40822804,0.326,0.305,0,Control,Txn2,0.021

568,0,0.407434148,0.259,0.24,0,Control,Comt,0.019

569,0,0.406878674,0.363,0.354,0,Control,Mien1,0.009

570,0,0.405399585,0.202,0.15,0,Control,Kidins220,0.052

571,0,0.405255453,0.141,0.075,0,Control,Smim27,0.066

572,0,0.405098797,0.147,0.08,0,Control,Csad,0.067

573,0,0.404557695,0.358,0.315,0,Control,Phyh,0.043

574,0,0.404425605,0.139,0.066,0,Control,Map7,0.073

575,0,0.40438148,0.294,0.282,0,Control,Pfdn1,0.012

576,0,0.403872985,0.216,0.164,0,Control,Ppa2,0.052

577,0,0.403771169,0.146,0.078,0,Control,Sgpp1,0.068

578,0,0.403755163,0.102,0.012,0,Control,Paqr9,0.09

579,0,0.403270919,0.22,0.174,0,Control,Cpt1a,0.046

580,0,0.402188713,0.165,0.055,0,Control,Slc13a1,0.11

581,0,0.401219912,0.181,0.111,0,Control,Gipc2,0.07

582,0,0.398261041,0.143,0.078,0,Control,Apeh,0.065

583,0,0.398047424,0.442,0.434,0,Control,Cox17,0.008

584,0,0.397896309,0.163,0.095,0,Control,Mthfd1,0.068

585,0,0.39719306,0.399,0.41,0,Control,Mrps24,-0.011

586,0,0.394793749,0.828,0.834,0,Control,Rpl37,-0.006

587,0,0.394050214,0.173,0.11,0,Control,Nit1,0.063

588,0,0.393926596,0.121,0.041,0,Control,Abhd14a,0.08

589,0,0.393648676,0.583,0.634,0,Control,Atp6v1f,-0.051

590,0,0.393594462,0.485,0.516,0,Control,Edf1,-0.031

591,0,0.393563028,0.214,0.167,0,Control,Bckdha,0.047

592,0,0.393226755,0.172,0.117,0,Control,Oaz2,0.055

593,0,0.392857968,0.173,0.137,0,Control,mt-Nd6,0.036

594,0,0.392450661,0.476,0.625,0,Control,mt-Nd4l,-0.149

595,0,0.392114112,0.122,0.059,0,Control,Steap2,0.063

596,0,0.392097861,0.324,0.31,0,Control,Mrpl34,0.014

597,0,0.391885779,0.235,0.21,0,Control,Uqcc3,0.025

598,0,0.391629629,0.118,0.048,0,Control,Snx29,0.07

599,0,0.390441564,0.047,0.111,0,Control,Igkc,-0.064

600,0,0.38983199,0.146,0.076,0,Control,Morn2,0.07

601,0,0.389793639,0.21,0.201,0,Control,Clcnkb,0.009

602,0,0.389363473,0.108,0.024,0,Control,Them7,0.084

603,0,0.388604517,0.596,0.609,0,Control,Atp5c1,-0.013

604,0,0.387655934,0.387,0.4,0,Control,Tmbim4,-0.013

605,0,0.386079166,0.173,0.131,0,Control,Gcsh,0.042

606,0,0.385835659,0.15,0.08,0,Control,Eps8l2,0.07

607,0,0.38363012,0.216,0.176,0,Control,Ccs,0.04

608,0,0.383011969,0.119,0.036,0,Control,Chdh,0.083

609,0,0.382897473,0.262,0.249,0,Control,Thoc7,0.013

610,0,0.380929478,0.191,0.144,0,Control,Ahcyl2,0.047

611,0,0.380081595,0.351,0.352,0,Control,Mrpl30,-0.001

612,0,0.379626481,0.111,0.038,0,Control,C1qtnf12,0.073

613,0,0.379286178,0.128,0.075,0,Control,Cdhr5,0.053

614,0,0.379022555,0.712,0.734,0,Control,Rps25,-0.022

615,0,0.378856764,0.297,0.289,0,Control,Ogt,0.008

616,0,0.377770542,0.282,0.269,0,Control,Idh3g,0.013

617,0,0.377425274,0.119,0.049,0,Control,Car4,0.07

618,0,0.376664914,0.108,0.026,0,Control,Sugct,0.082

619,0,0.376597789,0.232,0.189,0,Control,H1f0,0.043

620,0,0.376487592,0.112,0.049,0,Control,Itgb8,0.063

621,0,0.375489764,0.147,0.075,0,Control,Mapt,0.072

622,0,0.375053034,0.262,0.236,0,Control,Got2,0.026

623,0,0.373892852,0.561,0.578,0,Control,Rpl4,-0.017

624,0,0.37336437,0.144,0.078,0,Control,Gss,0.066

625,0,0.373340107,0.232,0.218,0,Control,Atp2a2,0.014

626,0,0.37263322,0.214,0.183,0,Control,BC004004,0.031

627,0,0.37220271,0.315,0.321,0,Control,Eny2,-0.006

628,0,0.37173842,0.396,0.42,0,Control,Lamtor2,-0.024

629,0,0.371628266,0.195,0.152,0,Control,Smim20,0.043

630,0,0.370256102,0.142,0.089,0,Control,Tmprss2,0.053

631,0,0.369399702,0.107,0.059,0,Control,Rhcg,0.048

632,0,0.369324065,0.148,0.091,0,Control,Hebp1,0.057

633,0,0.368727238,0.158,0.12,0,Control,6-Mar,0.038

634,0,0.368720474,0.627,0.696,0,Control,Tmbim6,-0.069

635,0,0.36807865,0.183,0.132,0,Control,Ndufaf4,0.051

636,0,0.366782069,0.141,0.076,0,Control,Clmn,0.065

637,0,0.366448057,0.111,0.092,0,Control,Pam,0.019

638,0,0.365025327,0.224,0.209,0,Control,Polr2i,0.015

639,0,0.364126982,0.2,0.163,0,Control,Golga4,0.037

640,0,0.363622077,0.184,0.132,0,Control,Phldb2,0.052

641,0,0.363353305,0.107,0.036,0,Control,Plekha6,0.071

642,0,0.363054007,0.592,0.646,0,Control,Atp5f1,-0.054

643,0,0.363021263,0.219,0.186,0,Control,Tspan3,0.033

644,0,0.362805829,0.236,0.271,0,Control,Rnaset2a,-0.035

645,0,0.362566336,0.308,0.318,0,Control,Lamtor5,-0.01

646,0,0.361953851,0.138,0.078,0,Control,2610528J11Rik,0.06

647,0,0.360942302,0.134,0.101,0,Control,Tmem72,0.033

648,0,0.360851212,0.229,0.21,0,Control,Mrpl28,0.019

649,0,0.360568154,0.209,0.183,0,Control,Tmem106b,0.026

650,0,0.360331809,0.11,0.038,0,Control,Acbd4,0.072

651,0,0.359669468,0.257,0.251,0,Control,Skp1a,0.006

652,0,0.358837806,0.18,0.132,0,Control,D10Jhu81e,0.048

653,0,0.358036363,0.39,0.337,0,Control,Ivns1abp,0.053

654,0,0.357886163,0.15,0.091,0,Control,Gkap1,0.059

655,0,0.356860834,0.177,0.125,0,Control,Prr15l,0.052

656,0,0.356834276,0.209,0.175,0,Control,Dcaf8,0.034

657,0,0.356616548,0.109,0.057,0,Control,Pde4d,0.052

658,0,0.356411154,0.143,0.085,0,Control,Trp53bp2,0.058

659,0,0.35623042,0.147,0.098,0,Control,Evi5,0.049

660,0,0.355043273,0.129,0.055,0,Control,Dmtn,0.074

661,0,0.354002461,0.121,0.063,0,Control,Slc12a7,0.058

662,0,0.35201657,0.171,0.172,0,Control,Sgms2,-0.001

663,0,0.351705223,0.192,0.159,0,Control,Itpr1,0.033

664,0,0.351649877,0.698,0.718,0,Control,Gpx4,-0.02

665,0,0.35154653,0.334,0.353,0,Control,Ndufs4,-0.019

666,0,0.351048566,0.396,0.416,0,Control,Ndufs2,-0.02

667,0,0.349316969,0.219,0.201,0,Control,Tmem205,0.018

668,0,0.348743881,0.136,0.079,0,Control,Bcl7a,0.057

669,0,0.348218915,0.351,0.36,0,Control,Ghitm,-0.009

670,0,0.345879453,0.224,0.222,0,Control,Acaa2,0.002

671,0,0.345763967,0.108,0.046,0,Control,Ifrd2,0.062

672,0,0.345661134,0.212,0.183,0,Control,Tmem238,0.029

673,0,0.344184411,0.134,0.112,0,Control,Scnn1a,0.022

674,0,0.344017399,0.114,0.048,0,Control,Nr1h4,0.066

675,0,0.343855669,0.19,0.153,0,Control,Nr2f6,0.037

676,0,0.343006258,0.389,0.419,0,Control,Swi5,-0.03

677,0,0.342261123,0.207,0.204,0,Control,Snrnp27,0.003

678,0,0.341506407,0.132,0.087,0,Control,Coasy,0.045

679,0,0.341128295,0.293,0.296,0,Control,Tomm5,-0.003

680,0,0.340628862,0.141,0.098,0,Control,Alad,0.043

681,0,0.34046742,0.263,0.281,0,Control,Kng2,-0.018

682,0,0.339936559,0.276,0.283,0,Control,Mrpl14,-0.007

683,0,0.33969772,0.114,0.059,0,Control,Retsat,0.055

684,0,0.339106354,0.139,0.091,0,Control,Dalrd3,0.048

685,0,0.339049324,0.195,0.158,0,Control,Pink1,0.037

686,0,0.337947841,0.677,0.713,0,Control,Ybx1,-0.036

687,0,0.337772746,0.145,0.116,0,Control,Rnf128,0.029

688,0,0.336943126,0.459,0.482,0,Control,Ndufb4,-0.023

689,0,0.336051363,0.113,0.043,0,Control,Hoga1,0.07

690,0,0.334871268,0.142,0.095,0,Control,Hes6,0.047

691,0,0.334808804,0.174,0.126,0,Control,Fuom,0.048

692,0,0.334288641,0.334,0.349,0,Control,Emc6,-0.015

693,0,0.333586016,0.149,0.11,0,Control,Ndrg2,0.039

694,0,0.333346631,0.183,0.161,0,Control,Hoxd8,0.022

695,0,0.332789236,0.158,0.117,0,Control,Timm9,0.041

696,0,0.332758799,0.241,0.205,0,Control,Igf1r,0.036

697,0,0.332465263,0.126,0.085,0,Control,P3h2,0.041

698,0,0.332259354,0.688,0.688,0,Control,Slc25a5,0

699,0,0.332002881,0.178,0.142,0,Control,Stk16,0.036

700,0,0.331808643,0.259,0.248,0,Control,Idh3b,0.011

701,0,0.331743992,0.446,0.446,0,Control,Sod2,0

702,0,0.331554505,0.343,0.342,0,Control,Hspd1,0.001

703,0,0.331267193,0.104,0.046,0,Control,Svip,0.058

704,0,0.331134916,0.115,0.063,0,Control,Hnf1b,0.052

705,0,0.33028184,0.361,0.4,0,Control,Canx,-0.039

706,0,0.329448355,0.134,0.083,0,Control,8-Mar,0.051

707,0,0.329049276,0.117,0.063,0,Control,Emx1,0.054

708,0,0.328877903,0.271,0.294,0,Control,Bola2,-0.023

709,0,0.328626784,0.242,0.237,0,Control,Mrpl18,0.005

710,0,0.326277211,0.333,0.36,0,Control,Higd1a,-0.027

711,0,0.324290122,0.118,0.064,0,Control,Gcat,0.054

712,0,0.323347755,0.107,0.047,0,Control,Tpmt,0.06

713,0,0.322843794,0.121,0.069,0,Control,Rab34,0.052

714,0,0.322795148,0.298,0.323,0,Control,Coa3,-0.025

715,0,0.322767008,0.168,0.128,0,Control,Gtf2i,0.04

716,0,0.322520639,0.113,0.053,0,Control,Prkcz,0.06

717,0,0.322244716,0.11,0.049,0,Control,Tst,0.061

718,0,0.321350901,0.658,0.521,0,Control,Ldhb,0.137

719,0,0.320885436,0.293,0.299,0,Control,Ndufv1,-0.006

720,0,0.320189571,0.127,0.08,0,Control,Pcca,0.047

721,0,0.319647254,0.103,0.055,0,Control,Arsb,0.048

722,0,0.319407975,0.108,0.054,0,Control,Ccdc6,0.054

723,0,0.319330594,0.127,0.076,0,Control,Slc25a16,0.051

724,0,0.319209277,0.109,0.049,0,Control,Baiap2l2,0.06

725,0,0.319175491,0.454,0.462,0,Control,Ndufa12,-0.008

726,0,0.318913423,0.107,0.05,0,Control,Coq8a,0.057

727,0,0.318525985,0.154,0.12,0,Control,Cxxc5,0.034

728,0,0.317749811,0.107,0.042,0,Control,Rbpms2,0.065

729,0,0.317536302,0.431,0.464,0,Control,Bag1,-0.033

730,0,0.317424152,0.128,0.079,0,Control,Arhgef28,0.049

731,0,0.317378939,0.219,0.217,0,Control,Prpf4b,0.002

732,0,0.317153844,0.146,0.115,0,Control,Acadsb,0.031

733,0,0.316597927,0.112,0.059,0,Control,Kif21a,0.053

734,0,0.316595447,0.131,0.091,0,Control,Nit2,0.04

735,0,0.316328685,0.14,0.083,0,Control,Glod5,0.057

736,0,0.315903119,0.173,0.163,0,Control,Far1,0.01

737,0,0.315778427,0.109,0.05,0,Control,Gstk1,0.059

738,0,0.315557012,0.243,0.264,0,Control,Selenot,-0.021

739,0,0.31474363,0.167,0.144,0,Control,Grcc10,0.023

740,0,0.314552159,0.147,0.106,0,Control,Poldip2,0.041

741,0,0.314172348,0.116,0.064,0,Control,Osbpl3,0.052

742,0,0.31399817,0.234,0.23,0,Control,Atraid,0.004

743,0,0.313412579,0.217,0.203,0,Control,Fam162a,0.014

744,0,0.312095669,0.155,0.123,0,Control,Chuk,0.032

745,0,0.311893849,0.148,0.108,0,Control,Fastk,0.04

746,0,0.311319632,0.175,0.149,0,Control,Clcn3,0.026

747,0,0.309953907,0.265,0.289,0,Control,Med28,-0.024

748,0,0.309282172,0.184,0.167,0,Control,Mrps26,0.017

749,0,0.308583413,0.161,0.15,0,Control,Trap1,0.011

750,0,0.308240604,0.11,0.054,0,Control,Rgl1,0.056

751,0,0.307833643,0.989,0.982,0,Control,mt-Nd4,0.007

752,0,0.30778646,0.243,0.241,0,Control,Pop5,0.002

753,0,0.306778125,0.173,0.174,0,Control,Mfsd1,-0.001

754,0,0.306418808,0.165,0.138,0,Control,Pyurf,0.027

755,0,0.306144656,0.314,0.33,0,Control,Sdhd,-0.016

756,0,0.305628228,0.125,0.097,0,Control,Tmem106a,0.028

757,0,0.305248176,0.146,0.116,0,Control,Chchd4,0.03

758,0,0.305167232,0.19,0.167,0,Control,Ndufs1,0.023

759,0,0.304582993,0.136,0.109,0,Control,Ppp2r3a,0.027

760,0,0.304151861,0.213,0.25,0,Control,Pgrmc1,-0.037

761,0,0.30380947,0.13,0.085,0,Control,Tmem245,0.045

762,0,0.302055885,0.126,0.087,0,Control,St6galnac2,0.039

763,0,0.301214105,0.112,0.049,0,Control,Acad11,0.063

764,0,0.301073878,0.173,0.147,0,Control,Dcaf11,0.026

765,0,0.300044472,0.101,0.049,0,Control,BC034090,0.052

766,0,0.299938176,0.127,0.085,0,Control,Etfrf1,0.042

767,0,0.29896983,0.106,0.077,0,Control,Tfrc,0.029

768,0,0.298969595,0.188,0.173,0,Control,Trpm7,0.015

769,0,0.298928288,0.119,0.079,0,Control,Slc25a13,0.04

770,0,0.298095421,0.151,0.114,0,Control,Zfp503,0.037

771,0,0.29787702,0.121,0.073,0,Control,Tango2,0.048

772,0,0.297078497,0.345,0.31,0,Control,Spint2,0.035

773,0,0.296800724,0.111,0.058,0,Control,Pxmp4,0.053

774,0,0.296292356,0.263,0.281,0,Control,Dnajc15,-0.018

775,0,0.296265547,0.139,0.104,0,Control,Endog,0.035

776,0,0.295984439,0.505,0.563,0,Control,Bsg,-0.058

777,0,0.295812745,0.111,0.065,0,Control,Lmo7,0.046

778,0,0.295736547,0.105,0.054,0,Control,Tpcn1,0.051

779,0,0.295222537,0.471,0.501,0,Control,Ndufc2,-0.03

780,0,0.294523053,0.145,0.115,0,Control,Slc25a36,0.03

781,0,0.294385596,0.117,0.068,0,Control,Tmem64,0.049

782,0,0.294283756,0.115,0.067,0,Control,Cdkl1,0.048

783,0,0.294056822,0.152,0.13,0,Control,Smim26,0.022

784,0,0.293845585,0.183,0.166,0,Control,Smim10l1,0.017

785,0,0.293609857,0.198,0.197,0,Control,Ak2,0.001

786,0,0.293219369,0.183,0.171,0,Control,Cyfip2,0.012

787,0,0.292735662,0.232,0.233,0,Control,Wls,-0.001

788,0,0.292356394,0.179,0.176,0,Control,Aif1l,0.003

789,0,0.292335221,0.101,0.069,0,Control,Lmbrd2,0.032

790,0,0.291710658,0.437,0.491,0,Control,Atp6v1e1,-0.054

791,0,0.291709213,0.215,0.215,0,Control,Polr2m,0

792,0,0.290714873,0.109,0.065,0,Control,Snhg20,0.044

793,0,0.290608153,0.15,0.118,0,Control,Plpbp,0.032

794,0,0.290504463,0.11,0.061,0,Control,Gucd1,0.049

795,0,0.290453666,0.707,0.743,0,Control,Slc25a3,-0.036

796,0,0.289856821,0.179,0.163,0,Control,Acads,0.016

797,0,0.28943509,0.113,0.103,0,Control,Cldn8,0.01

798,0,0.289243662,0.675,0.767,0,Control,Atp5l,-0.092

799,0,0.288779682,0.112,0.067,0,Control,Col4a3,0.045

800,0,0.288418184,0.126,0.09,0,Control,Fahd2a,0.036

801,0,0.2880624,0.418,0.479,0,Control,Tbca,-0.061

802,0,0.287039551,0.301,0.336,0,Control,Mrpl54,-0.035

803,0,0.286691736,0.222,0.221,0,Control,Fuca2,0.001

804,0,0.286565471,0.404,0.442,0,Control,Nme1,-0.038

805,0,0.285743197,0.702,0.734,0,Control,Rps15,-0.032

806,0,0.285675532,0.141,0.114,0,Control,Lrp6,0.027

807,0,0.285086409,0.558,0.601,0,Control,H2afj,-0.043

808,0,0.285004653,0.144,0.139,0,Control,Hsd17b11,0.005

809,0,0.284423204,0.213,0.226,0,Control,Pdap1,-0.013

810,0,0.283813084,0.343,0.39,0,Control,Mrpl20,-0.047

811,0,0.283611553,0.237,0.248,0,Control,Ppdpf,-0.011

812,0,0.283372866,0.102,0.068,0,Control,Tinag,0.034

813,0,0.283008188,0.163,0.15,0,Control,BC005561,0.013

814,0,0.282378443,0.147,0.123,0,Control,Sdhaf4,0.024

815,0,0.28172159,0.274,0.28,0,Control,Rdx,-0.006

816,0,0.281230867,0.176,0.157,0,Control,H2-Ke6,0.019

817,0,0.281204591,0.121,0.082,0,Control,Cobll1,0.039
